Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Note,Alteration,Annotation,Fxnal Cat
5' end of Rv3696c,Mb3722c,glpKa, 251 aa, 517 aa ,,,100.00%,191 aa overlap,,," In Mycobacterium tuberculosis, glpK exists as a single gene. In Mycobacterium bovis, a frameshift due to a single base insertion (*-g), splits glpK into 2 parts, glpKa and glpKb and removes activity.",Frameshift in M. bovis AF2122/97,probable glycerol kinase glpka [first part] atp:glycerol 3-phosphotransferaseglycerokinase gk,intermediate metabolism and respiration
3' end of Rv3696c,Mb3721c,glpKb, 326 aa, 517 aa ,,,99.40%,326 aa overlap,,," In Mycobacterium tuberculosis, glpK exists as a single gene. In Mycobacterium bovis, a frameshift due to a single base insertion (*-g), splits glpK into 2 parts, glpKa and glpKb and removes activity.",Frameshift in M. bovis AF2122/97,probable glycerol kinase glpkb [second part] atp:glycerol 3-phosphotransferaseglycerokinase gk,intermediate metabolism and respiration
Rv0013,Mb0013,trpG, 232 aa, 232 aa ,,,99.60%,232 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible anthranilate synthase component ii trpg glutamine amidotransferase,intermediate metabolism and respiration
Rv0046c,Mb0047c,ino1, 367 aa, 367 aa ,,,99.70%,367 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),myo-inositol-1-phosphate synthase ino1 inositol 1-phosphate synthetase d-glucose 6-phosphate cycloaldolase glucose 6-phosphate cyclase glucocycloaldolase,intermediate metabolism and respiration
Rv0062,Mb0063,celA1, 380 aa, 380 aa ,,,99.70%,380 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible cellulase cela1 endoglucanase endo-1c4-beta-glucanase fi-cmcase carboxymethyl cellulase,intermediate metabolism and respiration
Rv0066c,Mb0067c,icd2, 745 aa, 745 aa ,,,99.90%,745 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable isocitrate dehydrogenase [nadp] icd2 oxalosuccinate decarboxylase idh nadpb-specific icdh idp,intermediate metabolism and respiration
Rv0068,Mb0069,, 303 aa, 303 aa ,,,99.70%,303 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxidoreductase,intermediate metabolism and respiration
Rv0070c,Mb0071c,glyA2, 425 aa, 425 aa ,,,99.80%,425 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),serine hydroxymethyltransferase glya2 serine methylase 2 shmt 2,intermediate metabolism and respiration
Rv0086,Mb0089,hycQ, 488 aa, 488 aa ,,,99.80%,488 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible hydrogenase hycq,intermediate metabolism and respiration
Rv0087,Mb0090,hycE, 492 aa, 492 aa ,,,99.80%,492 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible formate hydrogenase hyce fhl,intermediate metabolism and respiration
Rv0118c,Mb0122c,oxcA, 582 aa, 582 aa ,,,99.80%,582 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxalyl-coa decarboxylase oxca,intermediate metabolism and respiration
Rv0132c,Mb0137c,fgd2, 360 aa, 360 aa ,,,99.70%,360 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),putative f420-dependent glucose-6-phosphate dehydrogenase fgd2,intermediate metabolism and respiration
Rv0133,Mb0138,, 201 aa, 201 aa ,,,99.50%,201 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),gcn5-related n-acetyltransferase,intermediate metabolism and respiration
Rv0139,Mb0144,, 340 aa, 340 aa ,,,99.70%,340 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible oxidoreductase,intermediate metabolism and respiration
Rv0156,Mb0161,pntAb, 110 aa, 110 aa ,,,99.10%,110 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable nadp transhydrogenase subunit alpha pntab [second partb integral membrane protein] pyridine nucleotide transhydrogenase subunit alpha nicotinamide nucleotide transhydrogenase subunit alpha,intermediate metabolism and respiration
Rv0186,Mb0192,bglS, 691 aa, 691 aa ,,,99.90%,691 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable beta-glucosidase bgls gentiobiase cellobiase beta-d-glucoside glucohydrolase,intermediate metabolism and respiration
Rv0217c,Mb0223c,lipW, 302 aa, 302 aa ,,,99.70%,302 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible esterase lipw,intermediate metabolism and respiration
Rv0224c,Mb0229c,, 254 aa, 254 aa ,,,99.60%,254 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible methyltransferase methylase,intermediate metabolism and respiration
Rv0315,Mb0323,, 294 aa, 294 aa ,,,99.70%,294 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible beta-1c3-glucanase precursor,intermediate metabolism and respiration
Rv0321,Mb0329,dcd, 190 aa, 190 aa ,,,99.50%,190 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable deoxycytidine triphosphate deaminase dcd dctp deaminase,intermediate metabolism and respiration
Rv0327c,Mb0334c,cyp135A1, 449 aa, 449 aa ,,,99.80%,449 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible cytochrome p450 135a1 cyp135a1,intermediate metabolism and respiration
Rv0338c,Mb0345c,, 882 aa, 882 aa ,,,99.80%,882 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable iron-sulfur-binding reductase,intermediate metabolism and respiration
Rv0370c,Mb0377c,, 298 aa, 298 aa ,,,99.70%,298 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible oxidoreductase,intermediate metabolism and respiration
Rv0373c,Mb0380c,, 799 aa, 799 aa ,,,99.90%,799 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable carbon monoxyde dehydrogenase large chain,intermediate metabolism and respiration
Rv0389,Mb0395,purT, 419 aa, 419 aa ,,,99.50%,419 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable phosphoribosylglycinamide formyltransferase 2 purt gart 2 gar transformylase 2 5'-phosphoribosylglycinamide transformylase 2 formate-dependent gar transformylase,intermediate metabolism and respiration
Rv0392c,Mb0398c,ndhA, 470 aa, 470 aa ,,,99.80%,470 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable membrane nadh dehydrogenase ndha,intermediate metabolism and respiration
Rv0408,Mb0416,pta, 690 aa, 690 aa ,,,99.90%,690 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable phosphate acetyltransferase pta phosphotransacetylase,intermediate metabolism and respiration
Rv0415,Mb0423,thiO, 340 aa, 340 aa ,,,99.70%,340 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible thiamine biosynthesis oxidoreductase thio,intermediate metabolism and respiration
Rv0417,Mb0425,thiG, 252 aa, 252 aa ,,,99.60%,252 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable thiamin biosynthesis protein thig thiazole biosynthesis protein,intermediate metabolism and respiration
Rv0428c,Mb0436c,, 302 aa, 302 aa ,,,99.70%,302 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),gcn5-related n-acetyltransferase,intermediate metabolism and respiration
Rv0438c,Mb0446c,moeA2, 405 aa, 405 aa ,,,99.80%,405 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable molybdopterin biosynthesis protein moea2,intermediate metabolism and respiration
Rv0484c,Mb0494c,, 251 aa, 251 aa ,,,99.60%,251 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable short-chain type oxidoreductase,intermediate metabolism and respiration
Rv0492c,Mb0502c,, 629 aa, 629 aa ,,,99.80%,629 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable oxidoreductase gmc-type,intermediate metabolism and respiration
Rv0500,Mb0511,proC, 295 aa, 295 aa ,,,99.70%,295 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable pyrroline-5-carboxylate reductase proc p5cr p5c reductase,intermediate metabolism and respiration
Rv0512,Mb0525,hemB, 329 aa, 329 aa ,,,99.70%,329 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable delta-aminolevulinic acid dehydratase hemb porphobilinogen synthase alad aladh,intermediate metabolism and respiration
Rv0517,Mb0530,, 436 aa, 436 aa ,,,99.80%,436 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible membrane acyltransferase,intermediate metabolism and respiration
Rv0567,Mb0582,, 339 aa, 339 aa ,,,99.70%,339 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable methyltransferase/methylase,intermediate metabolism and respiration
Rv0620,Mb0636,galK, 363 aa, 363 aa ,,,99.70%,362 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable galactokinase galk galactose kinase,intermediate metabolism and respiration
Rv0636,Mb0655,hadb, 142 aa, 142 aa ,,,99.30%,142 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),3r-hydroxyacyl-acp dehydratase subunit hadb,intermediate metabolism and respiration
Rv0648,Mb0667,, 1215 aa, 1215 aa ,,,99.80%,1215 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),alpha-mannosidase,intermediate metabolism and respiration
Rv0663,Mb0682,atsD, 787 aa, 787 aa ,,,99.90%,787 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible arylsulfatase atsd aryl-sulfate sulphohydrolase arylsulphatase,intermediate metabolism and respiration
Rv0669c,Mb0688c,, 637 aa, 637 aa ,,,99.80%,637 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible hydrolase,intermediate metabolism and respiration
Rv0727c,Mb0748c,fucA, 218 aa, 218 aa ,,,99.50%,218 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible l-fuculose phosphate aldolase fuca l-fuculose-1-phosphate aldolase,intermediate metabolism and respiration
Rv0728c,Mb0749c,serA2, 326 aa, 326 aa ,,,99.70%,326 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible d-3-phosphoglycerate dehydrogenase sera2 phosphoglycerate dehydrogenase pgdh,intermediate metabolism and respiration
Rv0729,Mb0750,xylB, 448 aa, 448 aa ,,,99.80%,448 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible d-xylulose kinase xylb xylulokinase xylulose kinase,intermediate metabolism and respiration
Rv0753c,Mb0775c,mmsA, 510 aa, 510 aa ,,,99.80%,510 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable methylmalonate-semialdehyde dehydrogenase mmsa methylmalonic acid semialdehyde dehydrogenase mmsdh,intermediate metabolism and respiration
Rv0769,Mb0792,, 248 aa, 248 aa ,,,99.60%,248 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable dehydrogenase/reductase,intermediate metabolism and respiration
Rv0770,Mb0793,, 295 aa, 295 aa ,,,99.70%,295 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable dehydrogenase/reductase,intermediate metabolism and respiration
