Rv tag,Mb tag,Gene,Mb length,Rv length,Rv-2 tag,Rv-2 length,% ID,AA overlap,% ID-2,AA overlap-2,Note,Alteration,Annotation,Fxnal Cat
Rv0169,Mb0175,mce1A, 454 aa, 454 aa ,,,99.60%,454 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),mce-family protein mce1a,"virulence, detoxification,adaptation"
Rv0170,Mb0176,mce1B, 346 aa, 346 aa ,,,99.70%,346 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),mce-family protein mce1b,"virulence, detoxification,adaptation"
Rv0171,Mb0177,mce1C, 515 aa, 515 aa ,,,99.80%,515 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),mce-family protein mce1c,"virulence, detoxification,adaptation"
Rv0174,Mb0180,mce1F, 515 aa, 515 aa ,,,99.80%,515 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),mce-family protein mce1f,"virulence, detoxification,adaptation"
Rv0240,Mb0246,vapc24, 145 aa, 145 aa ,,,99.30%,145 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible toxin vapc24. contains pin domain.,"virulence, detoxification,adaptation"
Rv0351,Mb0359,grpE, 235 aa, 235 aa ,,,99.60%,235 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable grpe protein hsp-70 cofactor,"virulence, detoxification,adaptation"
Rv0589,Mb0604,mce2A, 404 aa, 404 aa ,,,99.50%,404 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),mce-family protein mce2a,"virulence, detoxification,adaptation"
Rv0591,Mb0606,mce2C, 481 aa, 481 aa ,,,99.60%,481 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),mce-family protein mce2c,"virulence, detoxification,adaptation"
Rv1078,Mb1107,pra, 240 aa, 240 aa ,,,99.60%,240 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable proline-rich antigen homolog pra,"virulence, detoxification,adaptation"
Rv1102c,Mb1132c,mazf3, 103 aa, 103 aa ,,,99.00%,103 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),toxin mazf3,"virulence, detoxification,adaptation"
Rv1397c,Mb1432c,vapc10, 133 aa, 133 aa ,,,99.20%,133 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible toxin vapc10,"virulence, detoxification,adaptation"
Rv1562c,Mb1588c,treZ, 580 aa, 580 aa ,,,99.80%,580 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),maltooligosyltrehalose trehalohydrolase trez,"virulence, detoxification,adaptation"
Rv1741,Mb1770,vapc34, 82 aa, 82 aa ,,,98.80%,82 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible toxin vapc34. contains pin domain.,"virulence, detoxification,adaptation"
Rv1908c,Mb1943c,katG, 740 aa, 740 aa ,,,99.90%,740 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),catalase-peroxidase-peroxynitritase t katg,"virulence, detoxification,adaptation"
Rv2006,Mb2029,otsB1, 1327 aa, 1327 aa ,,,99.80%,1327 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable trehalose-6-phosphate phosphatase otsb1 trehalose-phosphatase tpp,"virulence, detoxification,adaptation"
Rv2009,Mb2032,vapb15, 80 aa, 80 aa ,,,98.80%,80 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),antitoxin vapb15,"virulence, detoxification,adaptation"
Rv2274c,Mb2297c,mazf8, 105 aa, 105 aa ,,,99.00%,105 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible toxin mazf8,"virulence, detoxification,adaptation"
Rv2416c,Mb2439c,eis, 408 aa, 408 aa ,,,99.80%,408 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),enhanced intracellular survival protein eiscgcn5-related n-acetyltransferase,"virulence, detoxification,adaptation"
Rv2521,Mb2550,bcp, 157 aa, 157 aa ,,,99.40%,157 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable bacterioferritin comigratory protein bcp,"virulence, detoxification,adaptation"
Rv2596,Mb2627,vapc40, 134 aa, 134 aa ,,,99.30%,134 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible toxin vapc40. contains pin domain.,"virulence, detoxification,adaptation"
Rv2830c,Mb2854c,vapb22, 71 aa, 71 aa ,,,98.60%,71 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible antitoxin vapb22,"virulence, detoxification,adaptation"
Rv3063,Mb3090,cstA, 758 aa, 758 aa ,,,99.60%,758 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),probable carbon starvation protein a homolog csta,"virulence, detoxification,adaptation"
Rv3168,Mb3193,, 378 aa, 378 aa ,,,99.70%,378 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),"putative aminoglycoside phosphotransferase, confers resistance to aminoglycoside antibiotics","virulence, detoxification,adaptation"
Rv3171c,Mb3196c,hpx, 299 aa, 299 aa ,,,99.70%,299 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible non-heme haloperoxidase hpx,"virulence, detoxification,adaptation"
Rv3408,Mb3442,vapc47, 136 aa, 136 aa ,,,99.30%,136 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible toxin vapc47. contains pin domain.,"virulence, detoxification,adaptation"
Rv3490,Mb3520,otsA, 500 aa, 500 aa ,,,99.80%,500 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),alphac alpha-trehalose-phosphate synthase [udp-forming] otsa trehalose-6-phosphate synthase udp-glucose-glucosephosphate glucosyltransferase trehalosephosphate-udp glucosyltransferase trehalose-6-phosphate synthetase trehalose-phosphate synthase trehalose-phosphate synthetase transglucosylase trehalosephosphate-udp glucosyl transferase,"virulence, detoxification,adaptation"
Rv3494c,Mb3524c,mce4F, 564 aa, 564 aa ,,,99.80%,564 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),mce-family protein mce4f,"virulence, detoxification,adaptation"
Rv3697c,Mb3723c,vapc48, 145 aa, 145 aa ,,,99.30%,145 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible toxin vapc48. contains pin domain.,"virulence, detoxification,adaptation"
Rv3759c,Mb3785c,proX, 315 aa, 315 aa ,,,99.40%,315 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),possible osmoprotectant glycine betaine/carnitine/choline/l-proline binding lipoprotein prox,"virulence, detoxification,adaptation"
Rv3846,Mb3876,sodA, 207 aa, 207 aa ,,,99.50%,207 aa overlap,,,Non-synonymous SNP leading to amino acid change(s) between Mycobacterium tuberculosis H37Rv and Mycobacterium bovis AF2122/97,Non-syn SNP(s),superoxide dismutase [fe] soda,"virulence, detoxification,adaptation"
oxyR',Mb2452c,Rv2427A, 101 aa,-,-,-,-,-,,,Equivalent to the second part of oxyR' pseudogene,Pseudogene,"transcriptional regulator oxyr', pseudogene","virulence, detoxification,adaptation"
oxyR',Mb2453c,Rv2427A, 66 aa,-,-,-,-,-,,,Equivalent to the first part of oxyR' pseudogene,Pseudogene,"transcriptional regulator oxyr', pseudogene","virulence, detoxification,adaptation"
Rv0134,Mb0139-1,ephf, 128 aa,-,-,-,-,-,,,Pesudogene Rv0134 part 1,Pseudogene,possible epoxide hydrolase ephf epoxide hydratase arene-oxide hydratase,"virulence, detoxification,adaptation"
Rv0134,Mb0139-2,ephf, 36 aa,-,-,-,-,-,,,Pesudogene Rv0134 part 2,Pseudogene,possible epoxide hydrolase ephf epoxide hydratase arene-oxide hydratase,"virulence, detoxification,adaptation"
Rv0134,Mb0139-3,ephf, 80 aa ,-,-,-,-,-,,,Pesudogene Rv0134 part 3,Pseudogene,possible epoxide hydrolase ephf epoxide hydratase arene-oxide hydratase,"virulence, detoxification,adaptation"
Rv0134,Mb0139-4,ephf, 55 aa ,-,-,-,-,-,,,Pesudogene Rv0134 part 4,Pseudogene,possible epoxide hydrolase ephf epoxide hydratase arene-oxide hydratase,"virulence, detoxification,adaptation"
Rv0456B,Mb0466A,mazE1, 41 aa, 57 aa ,,,100.00%,40 aa overlap,,,Truncated in Mycobacterium bovis AF 2122/97,Truncated protein in M. bovis,possible antitoxin maze1,"virulence, detoxification,adaptation"
Rv2862A,Mb2887A,vapB23, 64 aa, 82 aa ,,,100.00%,64 aa overlap,,,Truncated in Mycobacterium bovis AF 2122/97,Truncated protein in M. bovis,possible antitoxin vapb23,"virulence, detoxification,adaptation"
5' end of Rv1964,Mb1999,yrbE3A, 134 aa ,265 aa,,,100%,102 aa overlap,,," In Mycobacterium bovis, a large deletion of 12719 bp (RD7) leads to the loss of the COOH part of yrbE3A, the entire mce3 operon and the following genes up to Mb2000 compared to Mycobacterium tuberculosis strain H37Rv.","Truncation, RD7",conserved hypothetical integral membrane protein yrbe3a,"virulence, detoxification,adaptation"
