,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Gene,,,,,,,,,,,RNA,,,,Protein,,,,
Gene pair,Rv tag,Mb tag,Gene,Annotation,Fxnal anno,Enzyme,Pathway,Theme,Reaction,Orthology,TB TPM avg,Bov TPM avg,log2FC ,padj,06hr_ctrl,pval06hr,24hr_ctrl,pval24hr,Avg
Rv1778c/Mb1807c,Rv1778c,Mb1807c,0,unknown protein,conserved hypotheticals ,-,-,-,-,Variable,208.913347198959,47.3338228,-2.14196131976802,0.017832694,-1.925289936,0.00000000000928732,-2.103067082,0.00000000000311635,-2.014178509
Rv0988/Mb1015,Rv0988,Mb1015,0,POSSIBLE CONSERVED EXPORTED PROTEIN,cell wall and cell processes,-,-,-,-,Variable,28.1983751881434,3.43569328,-3.03693888439932,0.015574325,-2.552704061,0.00000000000296879,-2.337713025,0.00000000000996009,-2.445208543
Rv0290/Mb0298,Rv0290,Mb0298,eccd3,esx conserved component eccd3. esx-3 type vii secretion system protein. probable transmembrane protein.,cell wall and cell processes,-,-,-,-,Variable,961.859982969105,433.4416561,-1.1499890865956,0.000123762,-2.192406067,0.000000000000507107,-1.676853884,0.0000000000259818,-1.934629975
Rv0934/Mb0959,Rv0934,Mb0959,pstS1,PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1 PBP-1 PSTS1,cell wall and cell processes,phosphate transport via ATPase,"Transport reactions, Proton-linked active transport",Transport reaction,PI_xt + ATP = 2 PI + ADP ,Variable,241.272588320694,78.81065796,-1.61420136522522,0.0000289,-3.380109777,0.00000000000545796,-3.036876521,0.0000000000272822,-3.208493149
5' end of Rv2566/Mb2595,Rv2566,Mb2595,0,LONG CONSERVED HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals,-,-,-,-,Variable,44.0500235116978,48.62744412,0.142627975839419,0.522161175,-2.022802217,0.000000000180452,-2.01658915,0.000000000207035,-2.019695683
3' end of Rv2566/Mb2596,Rv2566,Mb2596,0,LONG CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],conserved hypotheticals,-,-,-,-,Variable,44.0500235116978,11.31343059,-1.96110632235511,0.000117449,-2.022802217,0.000000000180452,-2.01658915,0.000000000207035,-2.019695683
Rv2590/Mb2621,Rv2590,Mb2621,fadD9,PROBABLE FATTY-ACID-CoA LIGASE FADD9 FATTY-ACID-COA SYNTHETASE FATTY-ACID-COA SYNTHASE,lipid metabolism,-,-,-,-,Variable,747.506359815079,205.3196994,-1.8642138005286,0.000245855,-1.693158998,0.00000000000710983,-1.255278745,0.000000000605037,-1.474218872
3' end of Rv0630c/Mb0646c,Rv0630c,Mb0646c,recBb,PROBABLE EXONUCLEASE V BETA CHAIN RECBB [SECOND PART] EXODEOXYRIBONUCLEASE V BETA CHAINEXODEOXYRIBONUCLEASE V POLYPEPTIDE,information pathways,-,-,-,-,Variable,18.9555638115625,8.677193585,-1.12732094780999,0.009384058,-1.600203817,0.000000000336883,-1.622512453,0.000000000341051,-1.611358135
5' end of Rv0630c/Mb0647c,Rv0630c,Mb0647c,recBa,PROBABLE EXONUCLEASE V BETA CHAIN RECBA [FIRST PART] EXODEOXYRIBONUCLEASE V BETA CHAINEXODEOXYRIBONUCLEASE V POLYPEPTIDE,information pathways,-,-,-,-,Variable,18.9555638115625,16.82567788,-0.171956738165084,0.511569493,-1.600203817,0.000000000336883,-1.622512453,0.000000000341051,-1.611358135
Rv1596/Mb1622,Rv1596,Mb1622,nadC,Probable nicotinate-nucleotide pyrophosphatase nadC,intermediary metabolism and respiration,nicotinate-nucleotide diphosphorylase,"Cofactor biosynthesis, Nicotinamide nucleotides (NAD+, NADP) biosynthesis",Cofactor biosynthesis,PRPP + QA = CO2 + NACN + PPI,Variable,557.927706055493,139.6881864,-1.99786817995234,0.000000509,-2.015263981,0.000000000299094,-1.938221141,0.000000000605037,-1.976742561
Rv2070c/Mb2096c,Rv2070c,Mb2096c,cobK,precorrin-6x reductase cobk,intermediary metabolism and respiration,probable precorrin-6x reductase ,"Cofactor biosynthesis, cobalamin biosynthesis",Cofactor biosynthesis,PRECORIN_6X + NADPH + 2 H = PRECORIN_6Y + NADP,Variable,29.7829960953766,12.15292629,-1.29318515245618,0.00000736,-2.371902518,0.00000000157671,-2.734450984,0.000000000196556,-2.553176751
Rv1006/Mb1033,Rv1006,Mb1033,0,unknown protein,conserved hypotheticals ,-,-,-,-,Variable,610.968204491108,278.3580324,-1.13415558786829,0.0000526,-1.385663002,0.00000000232064,-1.46825925,0.00000000111437,-1.426961126
5' end of Rv1260/Mb1290,Rv1260,Mb1290,0,PROBABLE OXIDOREDUCTASE [FIRST PART],intermediary metabolism and respiration,-,-,-,-,Variable,208.627507869152,71.97064812,-1.53544883654578,0.0000553,-2.660203758,0.000000000184576,-2.11811138,0.00000000544471,-2.389157569
3' end of Rv1260/Mb1291,Rv1260,Mb1291,0,PROBABLE OXIDOREDUCTASE [SECOND PART],intermediary metabolism and respiration,-,-,-,-,Variable,208.627507869152,67.63995993,-1.62498168190999,0.000245855,-2.660203758,0.000000000184576,-2.11811138,0.00000000544471,-2.389157569
5' end of Rv3480c/Mb3510c,Rv3480c,Mb3510c,0,CONSERVED HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals,triacylglycerol synthase,triglyceride synthesis,Lipid biosyntheis,0.11 9_HEXADECENOYL_COA + 0.11 9_OCTADECENOYL_COA + 1.16 DAG + 0.11 EICOSANOYL_COA + 0.11 HEXACOSANOYL_COA + 0.22 HEXADECANOYL_COA + 0.11 NONADECANOYL_COA + 0.11 OCTADECANOYL_COA + 0.11 PENTADECANOYL_COA + 0.11 TETRACOSANOYL_COA = 1.1 COA + 1.1 PI + TAGbio,Variable,146.88256412207,273.7949791,0.898432841361952,0.008390551,-1.744639067,0.00000000171835,-1.593529175,0.00000000703424,-1.669084121
3' end of Rv3480c/Mb3509c,Rv3480c,Mb3509c,0,CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],conserved hypotheticals,triacylglycerol synthase,triglyceride synthesis,Lipid biosyntheis,0.11 9_HEXADECENOYL_COA + 0.11 9_OCTADECENOYL_COA + 1.16 DAG + 0.11 EICOSANOYL_COA + 0.11 HEXACOSANOYL_COA + 0.22 HEXADECANOYL_COA + 0.11 NONADECANOYL_COA + 0.11 OCTADECANOYL_COA + 0.11 PENTADECANOYL_COA + 0.11 TETRACOSANOYL_COA = 1.1 COA + 1.1 PI + TAGbio,Variable,146.88256412207,37.01864235,-1.98833925842103,0.00000179,-1.744639067,0.00000000171835,-1.593529175,0.00000000703424,-1.669084121
Rv0951/Mb0976,Rv0951,Mb0976,sucC,PROBABLE SUCCINYL-COA SYNTHETASE BETA CHAIN SUCC SCS-BETA,intermediary metabolism and respiration,succinate-CoA ligase,Citrate cycle (TCA cycle),Central carbon metabolism,ADP + PI + SUCCOA = ATP + COA + SUCC,Variable,467.183894520842,182.1883634,-1.35855972494258,0.000294206,-0.573050413,0.0000000941636,-0.618741296,0.0000000372941,-0.595895855
3' end of Rv2291/Mb2314,Rv2291,Mb2314,sseB,Probable thiosulfate sulfurtransferase SseB,intermediary metabolism and respiration,-,-,-,-,Variable,984.324465621778,340.1454985,-1.53298195708714,0.00000719,-2.171449081,0.0000000095537,-1.766249582,0.000000177905,-1.968849332
Rv1132/Mb1163,Rv1132,Mb1163,0,CONSERVED MEMBRANE PROTEIN,cell wall and cell processes,-,-,-,-,Variable,120.808907107784,51.59401614,-1.22745116980522,0.004961647,-0.530755658,0.000000608298,-0.704268342,0.0000000138907,-0.617512
Rv2377c/Mb2398c,Rv2377c,Mb2398c,mbtH,PUTATIVE CONSERVED PROTEIN MBTH,lipid metabolism,-,-,-,-,Variable,173.817116488406,58.37164404,-1.57423054970099,0.000241816,-0.980487423,0.00000123733,-1.198980398,0.0000000876626,-1.08973391
Rv2024c/Mb2049c,Rv2024c,Mb2049c,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,115.577452978569,56.56402733,-1.03090323408759,0.0000152,1.681854826,0.000000523302,1.608798263,0.000000976013,1.645326545
Rv2379c/Mb2400c,Rv2379c,Mb2400c,mbtF,PEPTIDE SYNTHETASE MBTF PEPTIDE SYNTHASE,lipid metabolism,-,-,-,-,Variable,136.575707114719,52.95922469,-1.36674698593003,0.000625864,-1.467758288,0.00000000444968,-0.931827692,0.00000241505,-1.19979299
Rv0087/Mb0090,Rv0087,Mb0090,hycE,possible formate hydrogenase hyce fhl,intermediary metabolism and respiration,-,-,-,-,Variable,23.2904298472955,9.3388732,-1.31841687171735,0.003304085,-1.485377997,0.0000000352623,-1.034697664,0.0000045632,-1.260037831
Rv3477/Mb3504,Rv3477,Mb3504,PE31,pe family protein pe31,PE/PPE,-,-,-,-,Variable,1334.37648156448,210.8578875,-2.66182287211424,0.000708472,-2.361532372,0.00000522347,-2.454614693,0.00000302648,-2.408073532
Rv3373/Mb3408,Rv3373,Mb3408,echA18,probable enoyl-coa hydratase fragment echa18.1 enoyl hydrase unsaturated acyl-coa hydratase crotonase,lipid metabolism,-,-,-,-,Variable,80.4200880209615,39.87772223,-1.0119729083103,0.00061322,1.407573375,0.00000000334303,0.778364099,0.00000966867,1.092968737
Rv0118c/Mb0122c,Rv0118c,Mb0122c,oxcA,PROBABLE OXALYL-COA DECARBOXYLASE OXCA,intermediary metabolism and respiration,-,-,-,-,Variable,61.4195386120723,11.91917489,-2.36541330631792,0.000021,2.489513121,0.00000000122238,1.260114185,0.0000120039,1.874813653
5' end of Rv0987/Mb1013,Rv0987,Mb1013,0,PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER,cell wall and cell processes,-,-,-,-,Variable,39.4814064350278,23.67669723,-0.737705536596502,0.010557367,-1.384648916,0.000005988,-1.31840567,0.0000107,-1.351527293
3' end of Rv0987/Mb1014,Rv0987,Mb1014,0,PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER,cell wall and cell processes,-,-,-,-,Variable,39.4814064350278,9.735483917,-2.0198487861754,0.000170314,-1.384648916,0.000005988,-1.31840567,0.0000107,-1.351527293
Rv0989c/Mb1016c,Rv0989c,Mb1016c,grcC2,PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 POLYPRENYL PYROPHOSPHATE SYNTHETASE,intermediary metabolism and respiration,-,-,-,-,Variable,62.8887847890192,21.43951963,-1.55253017695324,0.0000158,-0.813889504,0.0000190601,-1.055212102,0.000000792043,-0.934550803
3' end of Rv2290/Mb2313,Rv2290,Mb2313,lppOb,Probable conserved lipoprotein lppOb,cell wall and cell processes,-,-,-,-,Variable,560.921059257679,270.94529,-1.04979618052115,0.000170117,-1.597578245,0.00000571881,-1.408386915,0.0000249262,-1.50298258
5' end of Rv2290/Mb2312,Rv2290,Mb2312,lppOa,Probable conserved lipoprotein lppOa,cell wall and cell processes,-,-,-,-,Variable,560.921059257679,117.9302121,-2.2498643846294,0.000000193,-1.597578245,0.00000571881,-1.408386915,0.0000249262,-1.50298258
Rv2383c/Mb2404c,Rv2383c,Mb2404c,mbtB,PHENYLOXAZOLINE SYNTHASE MBTB PHENYLOXAZOLINE SYNTHETASE,lipid metabolism,"peptide synthetase, mbtB",mycobactin synthesis,Other,ATP + MBT_HOLO + SER = AMP + MBTB_SER + PPI,Variable,80.1086778939096,18.53932785,-2.11136959340629,0.00178665,-1.965137691,0.000000207073,-1.269044927,0.0000472159,-1.617091309
Rv3137/Mb3161,Rv3137,Mb3161,0,PROBABLE MONOPHOSPHATASE,intermediary metabolism and respiration,-,-,-,-,Variable,191.713781913565,19.60379798,-3.28974896350348,0.000142132,-0.987537345,0.0000153757,-0.870339071,0.0000608591,-0.928938208
Rv0629c/Mb0645c,Rv0629c,Mb0645c,recD,PROBABLE EXONUCLEASE V ALPHA CHAIN RECD EXODEOXYRIBONUCLEASE V ALPHA CHAIN EXODEOXYRIBONUCLEASE V POLYPEPTIDE,information pathways,-,-,-,-,Variable,29.8918021651392,8.594363219,-1.79828722374682,0.000284998,-1.760512764,0.00000194742,-1.214108277,0.000140632,-1.48731052
3' end of Rv1101c/Mb1131c,Rv1101c,Mb1131c,0,CONSERVED MEMBRANE PROTEIN,cell wall and cell processes,-,-,-,-,Variable,190.613060450787,39.01783749,-2.28844124756911,0.0000000786,-1.80145329,0.000302276,-1.601307452,0.000834067,-1.701380371
Rv1198/Mb1230,Rv1198,Mb1230,esxL,putative esat-6 like protein esxl esat-6 like protein 4,conserved hypotheticals,-,-,-,-,Variable,4262.50655614172,1075.962323,-1.98607449269902,0.009201429,-2.867145938,0.0000000195469,-1.116413774,0.001241962,-1.991779856
Rv1387/Mb1422,Rv1387,Mb1422,PPE20,ppe family protein ppe20,PE/PPE,-,-,-,-,Variable,811.092344959397,127.10992,-2.6737895521936,0.004507,-0.95275101,0.001264105,-1.805687971,0.00000102836,-1.379219491
Rv0275c/Mb0281c,Rv0275c,Mb0281c,0,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN POSSIBLY TETR-FAMILY,regulatory proteins,-,-,-,-,Variable,636.610520780098,153.3581919,-2.05350576638512,0.001291173,0.842204938,0.00247744,1.309055897,0.0000330768,1.075630417
Rv0083/Mb0086,Rv0083,Mb0086,0,PROBABLE OXIDOREDUCTASE,intermediary metabolism and respiration,-,-,-,-,Variable,13.2754839659216,4.631227724,-1.51929785318453,0.003717561,-1.350037557,0.003489503,-1.533187999,0.001136137,-1.441612778
Rv1899c/Mb1934c,Rv1899c,Mb1934c,lppD,POSSIBLE LIPOPROTEIN LPPD,cell wall and cell processes,-,-,-,-,Variable,837.969354874605,96.58524807,-3.11702272332345,0.00000286,-1.601013802,0.000119549,-0.858409973,0.016436147,-1.229711888
Rv2332/Mb2360,Rv2332,Mb2360,mez,PROBABLE [NAD] DEPENDENT MALATE OXIDOREDUCTASE MEZ MALIC ENZYME NAD-MALIC ENZYME MALATE DEHYDROGENASE OXALOACETATE DECARBOXYLATING PYRUVIC-MALIC CARBOXYLASE NAD-ME,intermediary metabolism and respiration,malic enzyme (malate dehydrogenase (oxaloacetate-decarboxylating)),Pyruvate metabolism,Central carbon metabolism,MAL + NAD = CO2 + NADH + PYR,Variable,87.1765170248801,16.92488712,-2.36479335253196,0.0000208,-0.521784883,0.017802949,-0.982717024,0.0000980931,-0.752250953
Rv2450c/Mb2477c,Rv2450c,Mb2477c,rpfE,PROBABLE RESUSCITATION-PROMOTING FACTOR RPFE,cell wall and cell processes,-,-,-,-,Variable,402.568534311572,59.67160486,-2.75411792858024,0.000123762,0.778828907,0.000449787,0.342254681,0.075123506,0.560541794
Rv3407/Mb3441,Rv3407,Mb3441,vapb47,possible antitoxin vapb47,"virulence, detoxification,adaptation",-,-,-,-,Identical,2828.67583688717,115.9118059,-4.210668877,0.000000000000000000000000000000000000000000000000000000000000000000000000000000180562,-2.799534114,0.000000000000197262,-3.845985112,0,-3.322759613
Rv0283/Mb0291,Rv0283,Mb0291,eccb3,esx conserved component eccb3. esx-3 type vii secretion system protein. possible membrane protein.,cell wall and cell processes,-,-,-,-,Identical,1685.36347240189,898.4729974,-1.055297928,0.000179151,-2.353841577,0,-1.735535567,0.000000000000259429,-2.044688572
Rv2161c/Mb2185c,Rv2161c,Mb2185c,0,conserved protein,intermediate metabolism and respiration,-,-,-,-,Identical,601.693549520357,59.86237227,-2.992911252,0.0000000000000000000000000000487444,-2.90859737,0.0000000000000940786,-2.777441056,0.000000000000197262,-2.843019213
Rv0291/Mb0299,Rv0291,Mb0299,mycp3,probable membrane-anchored mycosin mycp3 %28serine protease%29 %28subtilisin-like protease%29 %28subtilase-like%29 %28mycosin-3%29,intermediate metabolism and respiration,-,-,-,-,Identical,1117.11523509573,535.4136912,-1.195351762,0.0000505013,-1.799193368,0.0000000000000509592,-1.314024686,0.00000000000349741,-1.556609027
Rv3825c/Mb3855c,Rv3825c,Mb3855c,pks2,polyketide synthase pks2,lipid metabolism,0,"lipid biosynthesis, synthesis of branched fatty acids, synthesis of pthioceranic acid",Lipid biosyntheis,HEXADECANOYL_MAS + 6 SMMALONYLCOA + 12 NADPH = PTHIOCERANOYL_COA + 12 NADP + 6 CO2 + 5 COA + MAS,Identical,473.427466981881,47.87012775,-1.318638408,0.028647117,-2.679515556,0.000000000000985905,-2.488104581,0.0000000000032537,-2.583810069
Rv1595/Mb1621,Rv1595,Mb1621,nadB,probable l-aspartate oxidase nadb,intermediate metabolism and respiration,L-aspartate oxidase,"Cofactor biosynthesis, Nicotinamide nucleotides (NAD+, NADP) biosynthesis",Cofactor biosynthesis,ASP + FUM = ISUCC + SUCC,Identical,681.964237682411,191.4847059,-1.780699744,0.000000000000000000110867,-1.634880188,0.000000000051,-1.984529009,0.00000000000349741,-1.809704598
Rv1185c/Mb1217c,Rv1185c,Mb1217c,fadD21,probable fatty-acid-amp ligase fadd21 %28fatty-acid-amp synthetase%29 %28fatty-acid-amp synthase%29,lipid metabolism,-,-,-,-,Identical,668.684857048876,153.555462,-1.643630612,0.000000106451,-1.787725941,0.0000000000454496,-1.98918401,0.0000000000101065,-1.888454976
Rv1094/Mb1124,Rv1094,Mb1124,desA2,possible acyl-[acyl-carrier protein] desaturase desa2 %28acyl-[acp] desaturase%29 %28stearoyl-acp desaturase%29,lipid metabolism,-,-,-,-,Identical,5548.32036410757,2742.011855,-1.077495774,0.0000014667,-2.238053036,0.00000000000169507,-1.690952211,0.000000000109512,-1.964502623
Rv0936/Mb0961,Rv0936,Mb0961,pstA2,phosphate-transport integral membrane abc transporter psta2,cell wall and cell processes,phosphate transport via ATPase,"Transport reactions, Proton-linked active transport",Transport reaction,PI_xt + ATP = 2 PI + ADP ,Identical,135.080126718255,30.67355242,-2.197833489,0.00000000000000000000000000000000000014734,-2.564555879,0.0000000000492619,-2.519221447,0.0000000000700334,-2.541888663
Rv1810/Mb1840,Rv1810,Mb1840,0,conserved protein,Conserved hypothetical protein,-,-,-,-,Identical,1501.41316671766,213.5937951,-2.60515487,0.0000000000000000000000000580451,-2.231418358,0.00000000000221802,-1.619557968,0.000000000254935,-1.925488163
Rv3136/Mb3160,Rv3136,Mb3160,PPE51,ppe family protein ppe51,PE/PPE,-,-,-,-,Identical,651.881263107303,22.65590157,-4.799498459,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000066836,-3.088128403,0.0000000000650515,-2.92478964,0.000000000195828,-3.006459021
Rv3418c/Mb3452c,Rv3418c,Mb3452c,groES,10 kda chaperonin groes %28protein cpn10%29 %28protein groes%29 %28bcg-a heat shock protein%29 %2810 kda antigen%29,0,-,-,-,-,Identical,1696.8751480301,540.3483269,-1.675495827,0.000000000121456,-1.087934114,0.000000000437138,-1.377447657,0.0000000000165185,-1.232690886
Rv2159c/Mb2183c,Rv2159c,Mb2183c,0,conserved protein,Conserved hypothetical protein,-,-,-,-,Identical,166.632067199664,10.26311296,-3.68642242,0.000000000000000000000000000000000000299302,-3.703683071,0.0000000000142545,-2.90254233,0.000000000564487,-3.303112701
Rv1925/Mb1960,Rv1925,Mb1960,fadD31,probable acyl-coa ligase fadd31 %28acyl-coa synthetase%29 %28acyl-coa synthase%29,lipid metabolism,-,-,-,-,Identical,1771.12936183998,270.0534066,-2.686995541,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031081,-2.014962579,0.0000000000942458,-1.687099045,0.00000000137348,-1.851030812
Rv3051c/Mb3077c,Rv3051c,Mb3077c,nrdE,ribonucleoside-diphosphate reductase %28alpha chain%29 nrde %28ribonucleotide reductase small subunit%29 %28r1f protein%29,information pathways,"ribonucleoside-diphosphate reductase, nrdE and nrdF2","Nucleotide biosynthesis, de novo biosynthesis of pyrimidine ribonucleotides ",Nucleotide biosynthesis,CDP + O2 + RTHIO = DCDP + OTHIO,Identical,1671.30616679764,615.3380961,-1.438191478,0.0000000542631,-1.847646482,0.00000000305754,-2.472506547,0.0000000000511343,-2.160076515
Rv1594/Mb1620,Rv1594,Mb1620,nadA,probable quinolinate synthetase nada,intermediate metabolism and respiration,quinolinate synthase,"Cofactor biosynthesis, Nicotinamide nucleotides (NAD+, NADP) biosynthesis",Cofactor biosynthesis,DHAP + ISUCC = PI + QA,Identical,1268.11090732809,452.963003,-1.559536167,0.000000000000000000000251581,-1.754599028,0.00000000336517,-2.267641484,0.0000000000943885,-2.011120256
Rv2376c/Mb2397c,Rv2376c,Mb2397c,cfp2,low molecular weight antigen cfp2 %28low molecular weight protein antigen 2%29 %28cfp-2%29,cell wall and cell processes,-,-,-,-,Identical,636.551068524292,201.8970317,-1.517410915,0.000000000000000000000000000369654,-1.768142722,0.000000000806744,-1.611419117,0.00000000355127,-1.689780919
Rv2289/Mb2311,Rv2289,Mb2311,cdh,probable cdp-diacylglycerol pyrophosphatase cdh %28cdp-diacylglycerol diphosphatase%29 %28cdp-diacylglycerol phosphatidylhydrolase%29,lipid metabolism,-,-,-,-,Identical,285.674115011173,65.56534421,-2.042647437,0.0000000000017326,-1.760584229,0.00000000411663,-1.730559074,0.00000000571583,-1.745571651
Rv2518c/Mb2547c,Rv2518c,Mb2547c,ldtb,probable l%2cd-transpeptidase ldtb,cell wall and cell processes,-,-,-,-,Identical,169.182116217905,54.26072797,-1.50310644,0.00000000000000000000000135886,-1.372376479,0.000000000102632,-0.986213388,0.0000000139906,-1.179294933
Rv1386/Mb1421,Rv1386,Mb1421,PE15,pe family protein pe15,PE/PPE,-,-,-,-,Identical,599.074819590255,129.0653028,-2.244180119,0.000000000404004,-2.176586516,0.000000015616,-2.368162945,0.0000000050425,-2.272374731
Rv3140/Mb3164,Rv3140,Mb3164,fadE23,probable acyl-coa dehydrogenase fade23,lipid metabolism,acyl-CoA dehydrogenase,Propanoate metabolism,Central carbon metabolism,MK + PROPIONYLCOA = ACRCOA + MKH2,Identical,938.87929297844,342.7125436,-1.309731276,0.0000000883397,-1.4510582,0.0000000238628,-1.697799575,0.00000000278259,-1.574428888
Rv3327/Mb3360,Rv3327,Mb3360,0,probable transposase fusion protein,insertion seqs and phages,-,-,-,-,Identical,26.9306243086126,4.611464532,-2.268343346,0.0000000000000000000000302047,2.354757887,0.00000000941509,2.254028491,0.0000000190679,2.304393189
Rv0075/Mb0077,Rv0075,Mb0077,0,probable aminotransferase,intermediate metabolism and respiration,-,-,-,-,Identical,151.678412338721,58.25686627,-1.336616094,0.00000000000146682,-1.176888015,0.0000000824562,-1.214127799,0.0000000588133,-1.195507907
Rv3139/Mb3163,Rv3139,Mb3163,fadE24,probable acyl-coa dehydrogenase fade24,lipid metabolism,-,-,-,-,Identical,621.678696492939,277.8718025,-1.010045351,0.0000756628,-1.429847922,0.00000000817079,-1.141734979,0.000000201738,-1.28579145
Rv1344/Mb1379,Rv1344,Mb1379,mbtl,acyl carrier protein %28acp%29 mbtl,lipid metabolism,-,-,-,-,Identical,101.127948276488,44.77344102,-1.173897969,0.0000491504,-1.994118072,0.0000000523016,-1.748652136,0.000000347754,-1.871385104
Rv0286/Mb0294,Rv0286,Mb0294,PPE4,ppe family protein ppe4,PE/PPE,-,-,-,-,Identical,956.006670319291,413.817376,-1.355619454,0.00000599291,-1.612832779,0.0000000052313,-1.134287701,0.000000709562,-1.37356024
Rv0119/Mb0123,Rv0119,Mb0123,fadD7,probable fatty-acid-coa ligase fadd7 %28fatty-acid-coa synthetase%29 %28fatty-acid-coa synthase%29,lipid metabolism,-,-,-,-,Identical,24.1584716528921,10.60527958,-1.135373174,0.00000000218228,-1.044392446,0.000000727198,-1.610400929,0.00000000192146,-1.327396688
Rv1162/Mb1194,Rv1162,Mb1194,narH,probable respiratory nitrate reductase %28beta chain%29 narh,intermediate metabolism and respiration,"nitrate reductase narGHIJ, or fused narX",Nitrogen metabolism,Other,MKH2 + NO3 + 0.001 MOLYBDENUM = MK + NO2 + 2 H,Identical,281.830291052838,26.03493688,-2.525514378,0.00000000000328271,-1.924695418,0.00000082143,-2.876690956,0.00000000465128,-2.400693187
