,,,,,,,,,,,,,,,,,,,
Gene,,,,,,,,,,,RNA,,,,Protein,,,,
Gene pair,Rv tag,Mb tag,Gene,Annotation,Fxnal anno,Enzyme,Pathway,Theme,Reaction,Orthology,TB TPM avg,Bov TPM avg,log2FC ,padj,06hr_ctrl,pval06hr,24hr_ctrl,pval24hr,Avg
Rv0445c/Mb0453c,Rv0445c,Mb0453c,sigK,alternative rna polymerase sigma factor sigk,information pathways,-,-,-,-,Identical,284.1089535,1989.235286,2.917457755,0.000000000000000000000000000000000709749,-0.894921493,0.000788258,-0.417851531,0.077027513,-0.656386512
Rv0329c/Mb0336c,Rv0329c,Mb0336c,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,9.801646619,7.351744458,-0.414937514,0.358979034,-0.678013639,0.058495133,-0.843734081,0.018002179,-0.76087386
Rv1808/Mb1837,Rv1808,Mb1837,PPE32,ppe family protein ppe32,PE/PPE,-,-,-,-,Identical,118.0041505,124.056857,0.151619552,0.630579096,-0.530842326,0.074314013,-1.223886531,0.000265993,-0.877364428
Rv1194c/Mb1226c,Rv1194c,Mb1226c,0,conserved protein,Conserved hypothetical protein,-,-,-,-,Identical,602.833984,393.6011209,-0.513326961,0.000534982,-0.956420168,0.000474505,-0.429302026,0.071233689,-0.692861097
Rv2412/Mb2435,Rv2412,Mb2435,rpsT,30s ribosomal protein s20 rpst,information pathways,-,-,-,-,Identical,447.1795974,607.6389945,0.469428813,0.054692478,-0.369056361,0.070312058,-0.835124476,0.000276076,-0.602090418
Rv0274/Mb0280,Rv0274,Mb0280,0,conserved protein,Conserved hypothetical protein,-,-,-,-,Identical,208.7460295,129.1622431,-0.706561917,0.0000364794,-0.824892148,0.00691004,-0.539103633,0.060717837,-0.68199789
Rv3820c/Mb3850c,Rv3820c,Mb3850c,papA2,POSSIBLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA2,lipid metabolism,-,-,-,-,Variable,25.58980288,19.99578092,-0.355873409,0.207397851,-0.986538845,0.009250105,-0.672481388,0.057905077,-0.829510116
Rv2016/Mb2039,Rv2016,Mb2039,0,hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,34.288668,13.2155984,-1.246278578,NA,-1.956409231,0.000449872,-0.896644493,0.064218985,-1.426526862
Rv1589/Mb1615,Rv1589,Mb1615,bioB,probable biotin synthetase biob,intermediate metabolism and respiration,biotin synthase bioB,"Cofactor biosynthesis, biotin biosynthesis",Cofactor biosynthesis,DETHIOBIOTIN + H2S + SAM = BIOTIN + DA,Identical,189.9126355,130.2933631,-0.632773964,0.002667641,-0.800591462,0.000527593,-0.375104759,0.063656028,-0.587848111
Rv0116c/Mb0120c,Rv0116c,Mb0120c,ldta,probable l%2cd-transpeptidase ldta,cell wall and cell processes,-,-,-,-,Identical,104.8209818,115.9940321,0.408487625,0.117231725,-0.675681348,0.050436295,-0.87046873,0.011979772,-0.773075039
Rv3212/Mb3238,Rv3212,Mb3238,0,conserved alanine valine rich protein,conserved hypotheticals,-,-,-,-,Variable,523.9888682,567.0537996,0.113949455,0.465519052,-0.404852709,0.06130731,-0.785905286,0.000828737,-0.595378998
Rv2700/Mb2719,Rv2700,Mb2719,0,possible conserved secreted alanine rich protein,cell wall and cell processes,-,-,-,-,Identical,124.3156262,111.4052366,-0.21160659,0.418678597,-0.413057634,0.059164638,-0.710167164,0.002085796,-0.561612399
Rv1922/Mb1957,Rv1922,Mb1957,0,probable conserved lipoprotein,cell wall and cell processes,-,-,-,-,Identical,62.15566725,36.10605061,-0.623153866,0.006639191,-0.510062624,0.04583563,-0.638901399,0.012414562,-0.574482011
Rv0713/Mb0734,Rv0713,Mb0734,0,probable conserved transmembrane protein,cell wall and cell processes,-,-,-,-,Identical,58.96193903,44.28919429,-0.460547217,0.043012171,-0.790118204,0.052236597,-1.179364264,0.005006744,-0.984741234
Rv0824c/Mb0847c,Rv0824c,Mb0847c,desA1,probable acyl-[acyl-carrier protein] desaturase desa1 %28acyl-[acp] desaturase%29 %28stearoyl-acp desaturase%29 %28protein des%29,lipid metabolism,-,-,-,-,Identical,4487.541879,2887.278134,-0.769674214,0.000921445,-2.211787457,0.00000215499,-0.657102872,0.054826463,-1.434445165
Rv0642c/Mb0661c,Rv0642c,Mb0661c,mmaA4,METHOXY MYCOLIC ACID SYNTHASE 4 MMAA4 METHYL MYCOLIC ACID SYNTHASE 4 MMA4 HYDROXY MYCOLIC ACID SYNTHASE,lipid metabolism,"methoxymycolic acid synthase 4, mmaA4","lipid biosynthesis, Synthesis of mycolic acids, SYNTHESIS OF METHOXY MYCOLATE",Lipid biosyntheis,"CIS_DELTA_2_19,37_ENOYL_C56_ACYL_ACP + SAM = CIS_DELTA_37_ENOYL_METHY_HYDROXY_C56_ACYL_ACP + SAH",Variable,805.4831738,580.6974658,-0.472067714,0.002642583,-0.982024929,0.000693893,-0.495727221,0.053013657,-0.738876075
Rv1697/Mb1723,Rv1697,Mb1723,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,484.4506923,422.5893783,-0.287607414,0.186351571,-0.509686266,0.050145754,-0.787453767,0.003528258,-0.648570016
Rv2529/Mb2558,Rv2529,Mb2558,0,HYPOTHETICAL PROTEIN,conserved hypotheticals ,-,-,-,-,Variable,5.864543389,9.599323044,0.710913884,0.140835838,-0.337907516,0.051872973,-0.793210646,0.000088428,-0.565559081
5' end of Rv0549c/Mb0564c,Rv0549c,Mb0564c,vapc3,CONSERVED HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals,-,-,-,-,Variable,50.2687532,2332.368945,5.53599030192739,0.00000295,-2.042159869,0.0000530895,-0.852837663,0.048020913,-1.447498766
3' end of Rv0549c/Mb0563c,Rv0549c,Mb0563c,vapc3,CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],conserved hypotheticals,-,-,-,-,Variable,50.2687532,936.5313759,4.21959351683774,0.0000000183,-2.042159869,0.0000530895,-0.852837663,0.048020913,-1.447498766
Rv1200/Mb1232,Rv1200,Mb1232,0,probable conserved integral membrane transport protein,cell wall and cell processes,-,-,-,-,Identical,308.4951099,170.3643257,-0.842017508,0.00000000000000013977,-1.931039529,0.00162243,-1.121721529,0.04349653,-1.526380529
Rv0806c/Mb0829c,Rv0806c,Mb0829c,cpsY,possible udp-glucose-4-epimerase cpsy %28galactowaldenase%29 %28udp-galactose-4-epimerase%29 %28uridine diphosphate galactose-4-epimerase%29 %28uridine diphospho-galactose-4-epimerase%29,cell wall and cell processes,-,-,-,-,Identical,33.9779509,32.75256485,0.073667451,0.737889801,-0.628722767,0.044427635,-1.319204392,0.000195682,-0.973963579
Rv2738c/Mb2758c,Rv2738c,Mb2758c,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,98.26011106,107.2782862,0.005749202,0.985659469,-0.363396075,0.044165772,-0.893415279,0.0000361021,-0.628405677
Rv3096/Mb3123,Rv3096,Mb3123,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,101.4158156,126.8327245,0.322644372,0.00174646,-2.573099545,0.002628406,-1.616822778,0.039882046,-2.094961162
Rv3663c/Mb3687c,Rv3663c,Mb3687c,dppD,probable dipeptide-transport atp-binding protein abc transporter dppd,cell wall and cell processes,-,-,-,-,Identical,46.41652613,24.62595609,-0.884461038,0.000000000076284,-0.540527081,0.034189922,-0.755432826,0.00402123,-0.647979954
Rv0007/Mb0007,Rv0007,Mb0007,0,POSSIBLE CONSERVED MEMBRANE PROTEIN,cell wall and cell processes,-,-,-,-,Variable,305.0460077,176.4021701,-0.79015854,0.011451357,-0.407668621,0.037675919,-0.82734566,0.000188164,-0.61750714
Rv0328/Mb0335,Rv0328,Mb0335,0,possible transcriptional regulatory protein %28possibly tetr/acrr-family%29,regulatory proteins,-,-,-,-,Identical,52.48157026,99.92539654,0.848607449,0.0000116074,-0.57519794,0.031932424,-0.774980762,0.004720876,-0.675089351
Rv1566c/Mb1593c,Rv1566c,Mb1593c,0,possible inv protein,"virulence, detoxification,adaptation",-,-,-,-,Identical,321.0330968,307.269878,-0.126317601,0.564798021,-1.230646557,0.017728642,-1.195618214,0.018768315,-1.213132385
Rv1590/Mb1616,Rv1590,Mb1616,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,267.8668733,213.4320508,-0.352338909,0.044887196,-0.381577029,0.036000391,-1.0342762,0.00000716793,-0.707926614
Rv2403c/Mb2426c,Rv2403c,Mb2426c,lppR,PROBABLE CONSERVED LIPOPROTEIN LPPR,cell wall and cell processes,-,-,-,-,Variable,91.90059097,66.64064662,-0.46367174,0.003570311,-0.715299083,0.0323497,-1.148513031,0.001241962,-0.931906057
Rv1569/Mb1596,Rv1569,Mb1596,bioF1,probable 8-amino-7-oxononanoate synthase biof1 %28aons%29 %288-amino-7-ketopelargonate synthase%29 %287-keto-8-amino-pelargonic acid synthetase%29 %287-kap synthetase%29 %28l-alanine--pimelyl coa ligase%29,intermediate metabolism and respiration,"probable-8-amino-7-oxononanoate synthase bioF1, bioF2","Cofactor biosynthesis, biotin biosynthesis",Cofactor biosynthesis,ALA + PIMELOYL_COA = 8_AMINO7_OXONONANOATE + CO2 + COA,Identical,69.11103898,50.9950313,-0.43166737,0.17523601,-1.043424485,0.0000625082,-0.463336276,0.032202818,-0.75338038
Rv0130/Mb0135,Rv0130,Mb0135,htdz,probable 3-hydroxyl-thioester dehydratase,intermediate metabolism and respiration,"fas II Module  (kasA/B, mabA/fabG1, fabA/fab2, inhA)","lipid biosynthesis, Synthesis of mycolic acids, FASIIA module",Lipid biosyntheis,CIS_DELTA_3_ENOYL_C22_ACYL_ACP + 5.0 MALACP + 10.0 NADPH = 5.0 ACP + CIS_DELTA_13_ENOYL_C32_ACYL_ACP + 5.0 CO2 + 10.0 NADP,Identical,40.72533985,20.73172514,-1.036083822,0.000000262561,-0.649579282,0.030573478,-1.01613904,0.001402377,-0.832859161
Rv0088/Mb0091,Rv0088,Mb0091,0,possible polyketide cyclase/dehydrase,lipid metabolism,-,-,-,-,Identical,173.5820051,74.58723272,-1.143626387,0.00000120779,-0.857366475,0.000166879,-0.421961125,0.030595906,-0.6396638
Rv1985c/Mb2007c,Rv1985c,Mb2007c,0,probable transcriptional regulatory protein %28probably lysr-family%29,regulatory proteins,-,-,-,-,Identical,27.1399196,28.59459292,0.268778637,0.330561491,-0.56723767,0.02810905,-0.964616296,0.000592111,-0.765926983
Rv1562c/Mb1588c,Rv1562c,Mb1588c,treZ,Maltooligosyltrehalose trehalohydrolase TreZ,"virulence, detoxification, adaptation",-,-,-,-,Variable,52.56709733,29.36867709,-0.839881793,0.000255119,-0.629931891,0.025404122,-0.965991183,0.001241962,-0.797961537
Rv2714/Mb2733,Rv2714,Mb2733,0,conserved alanine and leucine rich protein,conserved hypotheticals,-,-,-,-,Variable,258.6814937,224.6335735,-0.203603278,0.131528345,-0.873718506,0.000482636,-0.494666737,0.025993287,-0.684192622
Rv2442c/Mb2469c,Rv2442c,Mb2469c,rplU,50s ribosomal protein l21 rplu,information pathways,-,-,-,-,Identical,369.9718883,205.4223951,-0.846154195,0.01876346,-0.494103344,0.024771671,-1.014039944,0.0000732992,-0.754071644
Rv0288/Mb0296,Rv0288,Mb0296,esxH,low molecular weight protein antigen 7 esxh %2810 kda antigen%29 %28cfp-7%29 %28protein tb10.4%29,cell wall and cell processes,-,-,-,-,Identical,2381.712974,834.075573,-1.635042865,0.00000524947,-1.50617575,0.000113868,-0.764694169,0.022173603,-1.135434959
Rv3282/Mb3310,Rv3282,Mb3310,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,160.4910045,136.8518243,-0.229877771,0.247075724,-0.457024493,0.021858754,-0.9472928,0.0000512805,-0.702158646
Rv0817c/Mb0840c,Rv0817c,Mb0840c,0,probable conserved exported protein,cell wall and cell processes,-,-,-,-,Identical,32.32459877,21.81237078,-0.620366302,0.049280417,-0.743158663,0.003577518,-0.57226325,0.017729625,-0.657710956
Rv0267/Mb0273,Rv0267,Mb0273,narU,probable integral membrane nitrite extrusion protein naru %28nitrite facilitator%29,cell wall and cell processes,-,-,-,-,Identical,2.740016292,4.924478888,1.465977675,NA,-1.019737845,0.020507335,-1.750720961,0.000284051,-1.385229403
Rv2127/Mb2151,Rv2127,Mb2151,ansP1,l-asparagine permease ansp1,cell wall and cell processes,L-aspartate transport via ABC system,"Transport reactions, Osmotic shock-sensitive active transport (ABC system)",Transport reaction,ASP_xt + ATP = ADP + ASP + PI,Variable,214.4422781,226.3179563,0.077761688,0.668024918,-0.597178107,0.020507335,-1.246751848,0.0000420786,-0.921964978
Rv1316c/Mb1349c,Rv1316c,Mb1349c,ogt,methylated-dna--protein-cysteine methyltransferase ogt %286-o-methylguanine-dna methyltransferase%29 %28o-6-methylguanine-dna-alkyltransferase%29,information pathways,-,-,-,-,Identical,59.54992791,70.92756909,0.281356696,0.306703203,-0.498767056,0.019698683,-0.776036706,0.000745575,-0.637401881
Rv1346/Mb1381,Rv1346,Mb1381,mbtn,acyl-coa dehydrogenase mbtn,lipid metabolism,-,-,-,-,Identical,144.7251255,104.8593136,-0.464489652,0.011408289,-1.973656062,0.0000143934,-0.848990308,0.020342941,-1.411323185
Rv0085/Mb0088,Rv0085,Mb0088,hycP,possible hydrogenase hycp,intermediate metabolism and respiration,-,-,-,-,Identical,18.76162028,4.126371782,-1.981438993,0.000000000000119301,-1.583357063,0.015501006,-1.912853202,0.004026832,-1.748105133
Rv2043c/Mb2069c,Rv2043c,Mb2069c,pncA,pyrazinamidase/nicotinamidase pnca pzase,intermediary metabolism and respiration,nicotinamidase,"Cofactor biosynthesis, Nicotinamide nucleotides (NAD+, NADP) biosynthesis",Cofactor biosynthesis,NAM + h2o = NAC + NH3,Variable,197.354602,235.1422071,0.252743359,0.111048618,-1.688364377,0.0000728923,-0.843560952,0.01900086,-1.265962664
Rv1486c/Mb1522c,Rv1486c,Mb1522c,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,234.4019349,211.1547911,-0.150683497,0.43953659,-0.645131982,0.007298195,-0.591338771,0.011328611,-0.618235376
Rv2007c/Mb2030c,Rv2007c,Mb2030c,fdxA,ferredoxin fdxa,intermediate metabolism and respiration,-,-,-,-,Identical,322.9516021,197.2673938,-0.668847208,0.005956792,-1.061236797,0.00000285312,-0.405627572,0.018268794,-0.733432184
Rv1459c/Mb1494c,Rv1459c,Mb1494c,0,POSSIBLE CONSERVED INTEGRAL MEMBRANE PROTEIN,cell wall and cell processes,-,-,-,-,Variable,157.6012757,142.0854071,-0.149520823,0.257114098,-0.545202762,0.016673367,-0.758358265,0.001472721,-0.651780513
Rv2521/Mb2550,Rv2521,Mb2550,bcp,PROBABLE BACTERIOFERRITIN COMIGRATORY PROTEIN BCP,"virulence, detoxification, adaptation",-,-,-,-,Variable,144.5891839,124.6006798,-0.214647694,0.321812354,-0.410604737,0.017995389,-0.846920551,0.0000376344,-0.628762644
Rv2832c/Mb2856c,Rv2832c,Mb2856c,ugpC,probable sn-glycerol-3-phosphate transport atp-binding protein abc transporter ugpc,cell wall and cell processes,-,-,-,-,Identical,24.6825199,10.08405835,-1.360595422,0.00000000000176483,-1.204803891,0.005730674,-1.052797417,0.012269441,-1.128800654
Rv2276/Mb2299,Rv2276,Mb2299,cyp121,cytochrome p450 121 cyp121,intermediate metabolism and respiration,-,-,-,-,Identical,171.6678562,59.45159937,-1.567217637,0.0000043147,-0.864560406,0.011215784,-0.921429999,0.006774834,-0.892995203
Rv2332/Mb2360,Rv2332,Mb2360,mez,PROBABLE [NAD] DEPENDENT MALATE OXIDOREDUCTASE MEZ MALIC ENZYME NAD-MALIC ENZYME MALATE DEHYDROGENASE OXALOACETATE DECARBOXYLATING PYRUVIC-MALIC CARBOXYLASE NAD-ME,intermediary metabolism and respiration,malic enzyme (malate dehydrogenase (oxaloacetate-decarboxylating)),Pyruvate metabolism,Central carbon metabolism,MAL + NAD = CO2 + NADH + PYR,Variable,87.17651702,16.92488712,-2.364793353,0.0000208,-0.521784883,0.017802949,-0.982717024,0.0000980931,-0.752250953
Rv2231c/Mb2256c,Rv2231c,Mb2256c,cobC,possible aminotransferase cobc,intermediate metabolism and respiration,"Possible cobC, aminotransferase.","Cofactor biosynthesis, cobalamin biosynthesis",Cofactor biosynthesis,1_AMINO_PROPAN_2_OL + ADENOSYL_COBRATE = ADENOSYLCOBINAMIDE,Identical,60.09092834,43.67134116,-0.524584725,0.06657062,-0.635548945,0.017200984,-1.077830443,0.000266197,-0.856689694
Rv1278/Mb1309,Rv1278,Mb1309,0,hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,48.39510263,53.19296704,0.184873462,0.280736452,-0.351026148,0.016790929,-1.371945524,0.00000000818955,-0.861485836
Rv1899c/Mb1934c,Rv1899c,Mb1934c,lppD,POSSIBLE LIPOPROTEIN LPPD,cell wall and cell processes,-,-,-,-,Variable,837.9693549,96.58524807,-3.117022723,0.00000286,-1.601013802,0.000119549,-0.858409973,0.016436147,-1.229711888
Rv0063/Mb0064,Rv0063,Mb0064,0,possible oxidoreductase,intermediate metabolism and respiration,-,-,-,-,Identical,95.84798123,72.21527877,-0.431762725,0.066425634,-1.031207081,0.015612253,-1.539169471,0.00055005,-1.285188276
Rv3267/Mb3295,Rv3267,Mb3295,0,conserved protein %28cpsa-related protein%29,Conserved hypothetical protein,-,-,-,-,Identical,350.3838106,267.0399671,-0.462565437,0.060866385,-0.654706426,0.015193746,-1.087303198,0.000262531,-0.871004812
Rv3524/Mb3554,Rv3524,Mb3554,0,probable conserved membrane protein,cell wall and cell processes,-,-,-,-,Identical,462.560556,259.2619353,-0.879783922,0.002189798,-0.811803679,0.011571396,-0.946940499,0.00385039,-0.879372089
Rv3279c/Mb3307c,Rv3279c,Mb3307c,birA,POSSIBLE BIFUNCTIONAL PROTEIN BIRA: BIOTIN OPERON REPRESSOR B BIOTIN--[ACETYL-COA-CARBOXYLASE] SYNTHETASE BIOTIN--PROTEIN LIGASE,intermediary metabolism and respiration,"biotin—[acetyl-CoA-carboxylase] ligase, birA","Cofactor biosynthesis, biotin biosynthesis",Cofactor biosynthesis,ATP + BIOTIN = AMP + BIOTIN_BCCP + PPI,Variable,70.30776453,64.45355847,-0.125424012,0.46054077,-0.566141421,0.015066444,-1.015861351,0.000116113,-0.791001386
Rv0726c/Mb0747c,Rv0726c,Mb0747c,0,possible s-adenosylmethionine-dependent methyltransferase,lipid metabolism,-,-,-,-,Identical,83.90405275,75.89930654,0.098410487,NA,-1.220406288,0.008842154,-1.272994892,0.005968916,-1.24670059
Rv3682/Mb3707,Rv3682,Mb3707,ponA2,probable bifunctional membrane-associated penicillin-binding protein 1a/1b pona2 %28murein polymerase%29 [includes: penicillin-insensitive transglycosylase %28peptidoglycan tgase%29 %2b penicillin-sensitive transpeptidase %28dd-transpeptidase%29],cell wall and cell processes,-,-,-,-,Identical,551.6344163,607.2088545,0.065245014,NA,-0.403027291,0.014630483,-0.752064749,0.0000740015,-0.57754602
Rv3758c/Mb3784c,Rv3758c,Mb3784c,proV,possible osmoprotectant %28glycine betaine/carnitine/choline/l-proline%29 transport atp-binding protein abc transporter prov,"virulence, detoxification,adaptation",-,-,-,-,Identical,217.1267796,182.519537,-0.348047246,0.025531701,-0.456401062,0.013933927,-0.722474548,0.000366949,-0.589437805
Rv3765c/Mb3791c,Rv3765c,Mb3791c,tcrx,probable two component transcriptional regulatory protein tcrx,regulatory proteins,-,-,-,-,Identical,145.1688454,118.0033178,-0.253373791,0.196686348,-0.635178182,0.00204978,-0.490462131,0.011428368,-0.562820156
Rv3550/Mb3580,Rv3550,Mb3580,echA20,probable enoyl-coa hydratase echa20 %28enoyl hydrase%29 %28unsaturated acyl-coa hydratase%29 %28crotonase%29,lipid metabolism,-,-,-,-,Identical,28.64963242,34.27601831,0.202465639,0.519646912,-0.536539481,0.012909607,-0.922476083,0.00014034,-0.729507782
Rv0707/Mb0727,Rv0707,Mb0727,rpsC,30s ribosomal protein s3 rpsc,information pathways,-,-,-,-,Identical,618.2072044,617.6350945,-0.068743816,0.769489632,-0.451059886,0.011759567,-0.721616547,0.000251842,-0.586338216
Rv2000/Mb2023,Rv2000,Mb2023,0,unknown protein,Conserved hypothetical protein,-,-,-,-,Identical,20.24424162,13.50934166,-0.599662077,0.021113153,-0.520233703,0.011370427,-0.822075922,0.000269436,-0.671154812
Rv3341/Mb3373,Rv3341,Mb3373,metA,probable homoserine o-acetyltransferase meta %28homoserine o-trans-acetylase%29 %28homoserine transacetylase%29 %28hta%29,intermediate metabolism and respiration,homoserine O-acetyltransferase metA,"Amino acid biosynthesis, The serine family, Cysteine",Amino acid metabolism,ACCOA + HSER = COA + OAHSER,Identical,143.8980657,176.0145784,0.380360401,0.08791216,-1.064860288,0.000259253,-0.664149166,0.010782256,-0.864504727
Rv2235/Mb2259,Rv2235,Mb2259,0,probable conserved transmembrane protein,cell wall and cell processes,-,-,-,-,Identical,151.2420109,137.7962774,-0.076234541,0.53571891,-0.818077656,0.004500212,-0.787000063,0.005288831,-0.802538859
Rv2001/Mb2024,Rv2001,Mb2024,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,20.39828728,12.97008847,-0.653259702,0.02127643,-0.423846204,0.009516221,-1.058868416,0.0000010667,-0.74135731
Rv0864/Mb0888,Rv0864,Mb0888,moaC2,probable molybdenum cofactor biosynthesis protein c 2 moac2,intermediary metabolism and respiration,-,-,-,-,Variable,736.3914156,849.3003517,0.205802039,0.188499358,-0.629289537,0.006174415,-0.691244086,0.002815781,-0.660266811
Rv1485/Mb1521,Rv1485,Mb1521,hemZ,ferrochelatase hemz %28protoheme ferro-lyase%29 %28heme synthetase%29,intermediate metabolism and respiration,"ferrochelatase, hemZ","Cofactor biosynthesis, heme biosynthesis",Cofactor biosynthesis,FE2 + PROTOPORPHYRIN_IX = PROTOHEME_FE2,Identical,126.4599099,57.38020181,-1.182162856,0.000000000470665,-0.899806053,0.007646309,-1.14892814,0.001084288,-1.024367096
Rv1013/Mb1041,Rv1013,Mb1041,pks16,putative polyketide synthase pks16,lipid metabolism,-,-,-,-,Identical,118.3310852,114.1468439,-0.083854296,0.715636447,-0.945725074,0.0000197547,-0.492270039,0.007353981,-0.718997557
Rv0585c/Mb0600c,Rv0585c,Mb0600c,0,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN,cell wall and cell processes,-,-,-,-,Variable,23.11378046,20.57650188,-0.167755508,0.200862346,-0.922135621,0.00231249,-0.814956468,0.005035831,-0.868546044
Rv3883c/Mb3913c,Rv3883c,Mb3913c,mycp1,membrane-anchored mycosin mycp1 serine protease subtilisin-like protease subtilase-like mycosin-1,intermediary metabolism and respiration,-,-,-,-,Variable,357.0686953,257.3727649,-0.47234226,0.009597571,-0.926517308,0.002123218,-0.810449933,0.005103536,-0.868483621
Rv0748/Mb0769,Rv0748,Mb0769,vapb31,possible antitoxin vapb31,"virulence, detoxification,adaptation",-,-,-,-,Identical,46.39759041,39.66550332,-0.119155319,0.74740056,-0.693071731,0.002187314,-0.614680478,0.004868264,-0.653876105
Rv2838c/Mb2863c,Rv2838c,Mb2863c,rbfA,probable ribosome-binding factor a rbfa %28p15b protein%29,information pathways,-,-,-,-,Identical,519.8557899,404.3941787,-0.373155277,0.149663582,-0.772585202,0.000527595,-0.559041001,0.006355609,-0.665813101
Rv2627c/Mb2660c,Rv2627c,Mb2660c,0,conserved protein,conserved hypotheticals,-,-,-,-,Variable,70.92539382,100.129073,0.497486768,0.27219674,-1.499932332,0.0000112202,-0.753799801,0.006774834,-1.126866066
Rv3281/Mb3309,Rv3281,Mb3309,acce5,probable bifunctional protein acetyl-/propionyl-coenzyme a carboxylase epsilon chain acce5,conserved hypotheticals,-,-,-,-,Variable,239.7103626,176.5136255,-0.441512725,0.222508974,-0.98421313,0.004266434,-1.047300547,0.002450061,-1.015756839
Rv3207c/Mb3232c,Rv3207c,Mb3232c,0,conserved protein,conserved hypotheticals,-,-,-,-,Variable,354.3901401,380.461207,0.102410894,0.081876036,-0.725873059,0.002636489,-0.679411255,0.003908297,-0.702642157
Rv2732c/Mb2751c,Rv2732c,Mb2751c,0,probable conserved transmembrane protein,cell wall and cell processes,-,-,-,-,Identical,165.9520922,140.9814171,-0.236106866,0.351371117,-0.985298831,0.000158184,-0.635628981,0.006123059,-0.810463906
