,,,,,,,,,,,,,,,,,,,
Gene,,,,,,,,,,,RNA,,,,Protein,,,,
Gene pair,Rv tag,Mb tag,Gene,Annotation,Fxnal anno,Enzyme,Pathway,Theme,Reaction,Orthology,TB TPM avg,Bov TPM avg,log2FC ,padj,06hr_ctrl,pval06hr,24hr_ctrl,pval24hr,Avg
Rv1736c/Mb1765c,Rv1736c,Mb1765c,narX,Probable nitrate reductase NarX,intermediary metabolism and respiration,"nitrate reductase narGHIJ, or fused narX",Nitrogen metabolism,Other,MKH2 + NO3 + 0.001 MOLYBDENUM = MK + NO2 + 2 H,Variable,37.14891337,20.23619003,-0.87638232,0.003974938,-,-,-,-,-
Rv1737c/Mb1766c,Rv1737c,Mb1766c,narK2,possible nitrate/nitrite transporter nark2,cell wall and cell processes,0,0,0,NO3_xt + H =  NO3 ,Identical,54.57574695,13.82849412,-1.756112647,0.0000000035953,-0.226237105,0.511764485,-0.263711021,0.410163801,-0.244974063
Rv1738/Mb1767,Rv1738,Mb1767,0,conserved protein,Conserved hypothetical protein,-,-,-,-,Identical,339.3752158,235.9127091,-0.625996294,0.191466935,-0.989167037,0.000000442368,-1.126536352,0.0000000839519,-1.057851694
Rv1812c/Mb1842c,Rv1812c,Mb1842c,0,PROBABLE DEHYDROGENASE,intermediary metabolism and respiration,-,-,-,-,Variable,72.49257917,216.362293,1.577543868,0.000187296,1.140848877,0.0000000839605,0.612710172,0.000168047,0.876779524
Rv1813c/Mb1843c,Rv1813c,Mb1843c,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,505.5071978,229.6826831,-0.74705911,0.128131736,-0.382613693,0.251648892,-1.271276865,0.00051277,-0.826945279
Rv1996/Mb2019,Rv1996,Mb2019,0,universal stress protein family protein,"virulence, detoxification,adaptation",-,-,-,-,Identical,126.685144,459.9776038,1.549627433,0.000268211,-1.581530088,0.000000286385,-0.918416873,0.000188025,-1.24997348
Rv1997/Mb2020,Rv1997,Mb2020,ctpF,probable metal cation transporter p-type atpase a ctpf,cell wall and cell processes,-,-,-,-,Identical,17.4848519,22.72175514,0.431199884,0.02399344,-0.866619849,0.001338842,-1.194290043,0.0000546272,-1.030454946
Rv1998c/Mb2021c,Rv1998c,Mb2021c,0,conserved protein,conserved hypotheticals,-,-,-,-,Variable,34.24254354,20.77489558,-0.720948644,0.023751707,1.877606231,0.000000000000229317,1.543537881,0.00000000000396428,1.710572056
Rv2003c/Mb2026c,Rv2003c,Mb2026c,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,50.42108739,78.91180847,0.58430715,0.000991294,-1.196113063,0.005696665,-0.334691037,0.402747688,-0.76540205
Rv2004c/Mb2027c,Rv2004c,Mb2027c,0,conserved protein,Conserved hypothetical protein,-,-,-,-,Identical,58.35577688,82.30315402,0.440566995,0.010451796,-0.634056845,0.000360041,-0.299115767,0.052080617,-0.466586306
Rv2005c/Mb2028c,Rv2005c,Mb2028c,0,universal stress protein family protein,"virulence, detoxification,adaptation",-,-,-,-,Identical,63.25317147,73.66943562,0.15540549,0.44479628,-1.508696117,0.001536048,-0.33774149,0.428527484,-0.923218804
Rv2006/Mb2029,Rv2006,Mb2029,otsB1,PROBABLE TREHALOSE-6-PHOSPHATE PHOSPHATASE OTSB1 TREHALOSE-PHOSPHATASE TPP,"virulence, detoxification, adaptation",trehalosemonomycolatephosphate phosphatase. Possible candisdates are otsB1 and Rv3400.,"lipid biosynthesis, Synthesis of mycolic acids, MYCOLIC ACID CONDENSATION",Lipid biosyntheis,TREHALOSEMONOMYCOLATE_P = PI + TREHALOSEMONOMYCOLATE(CY),Variable,28.18925409,35.76055865,0.343223971,0.042273987,-1.38790148,0.0000191298,-1.451152579,0.0000110048,-1.41952703
Rv2007c/Mb2030c,Rv2007c,Mb2030c,fdxA,ferredoxin fdxa,intermediate metabolism and respiration,-,-,-,-,Identical,322.9516021,197.2673938,-0.668847208,0.005956792,-1.061236797,0.00000285312,-0.405627572,0.018268794,-0.733432184
Rv2027c/Mb2052c,Rv2027c,Mb2052c,dost,two component sensor histidine kinase dost,regulatory proteins,-,-,-,-,Variable,22.28850517,23.57962637,0.081240996,0.738084578,0.521920822,0.301859859,1.105541775,0.026861387,0.813731298
Rv2028c/Mb2053c,Rv2028c,Mb2053c,0,universal stress protein family protein,"virulence, detoxification,adaptation",-,-,-,-,Identical,17.09091017,9.936841932,-0.681831922,0.133637868,-2.661212635,0.000000000155227,-2.25283444,0.00000000183533,-2.457023537
Rv2029c/Mb2054c,Rv2029c,Mb2054c,pfkB,6-phosphofructokinase pfkb %28phosphohexokinase%29 %28phosphofructokinase%29,intermediate metabolism and respiration,"6-phosphofructokinase, pfkA or pfkB",Glycolysis,Central carbon metabolism,ATP + F6P = ADP + FDP,Identical,35.23842992,18.77131222,-0.774508609,0.111022715,-2.697065948,0.00000000133583,-2.765066066,0.00000000104389,-2.731066007
5' end of Rv2030c/Mb2056c,Rv2030c,Mb2056c,0,CONSERVED HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals,-,-,-,-,Variable,74.32392691,98.54190505,0.406910634057655,0.647309018,-3.473268071,0,-2.913963184,0.000000000000197262,-3.193615628
3' end of Rv2030c/Mb2055c,Rv2030c,Mb2055c,0,CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],conserved hypotheticals,-,-,-,-,Variable,74.32392691,27.21621802,-1.44936012544968,0.038314557,-3.473268071,0,-2.913963184,0.000000000000197262,-3.193615628
Rv2031c/Mb2057c,Rv2031c,Mb2057c,hspX,heat shock protein hspx %28alpha-crystallin homolog%29 %2814 kda antigen%29 %28hsp16.3%29,"virulence, detoxification,adaptation",-,-,-,-,Identical,271.2553569,293.713997,0.074724792,0.848343942,-3.176460908,0.0000000000669229,-1.84228501,0.000000173736,-2.509372959
Rv2032/Mb2058,Rv2032,Mb2058,acg,conserved protein acg,conserved hypotheticals,-,-,-,-,Variable,32.88435372,42.19585474,0.35969996,0.379069967,-1.63598486,0.0000000138005,-1.405344421,0.00000012616,-1.520664641
Rv2623/Mb2656,Rv2623,Mb2656,TB31.7,universal stress protein family protein tb31.7,"virulence, detoxification,adaptation",-,-,-,-,Identical,146.8786566,300.7240559,0.987699972,0.000000022605,-2.487200625,0.000000000000722695,-2.501887983,0.000000000000715915,-2.494544304
Rv2624c/Mb2657c,Rv2624c,Mb2657c,0,universal stress protein family protein,"virulence, detoxification,adaptation",-,-,-,-,Identical,21.87154841,21.38374182,-0.027851848,0.95610805,-1.718685633,0.000000000180452,-1.762310582,0.000000000138535,-1.740498108
Rv2625c/Mb2658c,Rv2625c,Mb2658c,0,probable conserved transmembrane alanine and leucine rich protein,cell wall and cell processes,-,-,-,-,Identical,31.71338006,35.5542889,0.124837953,0.798510422,-1.644723643,0.000000127534,-1.063617515,0.0000338046,-1.354170579
Rv2626c/Mb2659c,Rv2626c,Mb2659c,hrp1,hypoxic response protein 1 hrp1,"virulence, detoxification,adaptation",-,-,-,-,Identical,83.12962764,62.60671585,-0.391001879,0.273226186,0.833508886,0.00000440018,0.62150387,0.000121862,0.727506378
Rv2627c/Mb2660c,Rv2627c,Mb2660c,0,conserved protein,conserved hypotheticals,-,-,-,-,Variable,70.92539382,100.129073,0.497486768,0.27219674,-1.499932332,0.0000112202,-0.753799801,0.006774834,-1.126866066
Rv2628/Mb2661,Rv2628,Mb2661,0,HYPOTHETICAL PROTEIN,conserved hypotheticals ,-,-,-,-,Variable,79.2886383,31.43416324,-1.334780789,0.000704166,-,-,-,-,-
Rv2629/Mb2662,Rv2629,Mb2662,0,conserved protein,Conserved hypothetical protein,-,-,-,-,Identical,638.5616645,516.2397021,-0.363175008,0.016655782,-1.405428813,0.000202801,-0.412681044,0.190279552,-0.909054928
Rv2630/Mb2663,Rv2630,Mb2663,0,hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,160.3891521,97.39171021,-0.716471931,0.000517949,-,-,-,-,-
Rv2631/Mb2664,Rv2631,Mb2664,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,92.94534435,61.45045398,-0.555553444,0.003139609,2.327848433,0.0000000000218632,1.756596739,0.00000000138148,2.042222586
Rv2830c/Mb2854c,Rv2830c,Mb2854c,vapb22,possible antitoxin vapb22,insertion seqs and phages,-,-,-,-,Variable,200.9272788,77.62382705,-1.372101976,0.0000000786,-,-,-,-,-
Rv3126c/Mb3149c,Rv3126c,Mb3149c,0,hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,6.068427324,4.279954881,-0.410735415,0.342811082,-,-,-,-,-
Rv3127/Mb3150,Rv3127,Mb3150,0,conserved protein,conserved hypotheticals,-,-,-,-,Variable,347.2257059,546.249121,0.653685295,0.145695978,-1.868185747,0.00000000000150694,-1.65282508,0.00000000000972472,-1.760505414
5' end of Rv3128c/Mb3152c,Rv3128c,Mb3152c,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,3.897363893,2.282190606,-0.772079351583666,0.01639022,-,-,-,-,-
3' end of Rv3128c/Mb3151c,Rv3128c,Mb3151c,0,CONSERVED HYPOTHETICAL PROTEIN,conserved hypotheticals,-,-,-,-,Variable,3.897363893,2.253260548,-0.790484496460245,0.049502198,-,-,-,-,-
Rv3129/Mb3153,Rv3129,Mb3153,0,conserved hypothetical protein,Conserved hypothetical protein,-,-,-,-,Identical,55.09240176,35.17309263,-0.56683347,0.033312383,-,-,-,-,-
Rv3130c/Mb3154c,Rv3130c,Mb3154c,tgs1,triacylglycerol synthase %28diacylglycerol acyltransferase%29 tgs1,lipid metabolism,triacylglycerol synthase,triglyceride synthesis,Lipid biosyntheis,0.11 9_HEXADECENOYL_COA + 0.11 9_OCTADECENOYL_COA + 1.16 DAG + 0.11 EICOSANOYL_COA + 0.11 HEXACOSANOYL_COA + 0.22 HEXADECANOYL_COA + 0.11 NONADECANOYL_COA + 0.11 OCTADECANOYL_COA + 0.11 PENTADECANOYL_COA + 0.11 TETRACOSANOYL_COA = 1.1 COA + 1.1 PI + TAGbio,Identical,320.2364312,884.2873571,1.059493508,0.055108285,-2.230056456,0.00000000000630459,-1.971676706,0.0000000000407857,-2.100866581
Rv3131/Mb3155,Rv3131,Mb3155,0,conserved protein,Conserved hypothetical protein,-,-,-,-,Identical,722.7775751,2023.295433,1.197312008,0.005774883,-1.152236256,0.0000000183351,-1.133900674,0.0000000256032,-1.143068465
Rv3132c/Mb3156c,Rv3132c,Mb3156c,devS,TWO COMPONENT SENSOR HISTIDINE KINASE DEVS,regulatory proteins,-,-,-,-,Variable,126.5836762,86.58666318,-0.547874641,0.00856926,-1.052383495,0.000000000641755,-1.117743465,0.000000000341051,-1.08506348
Rv3133c/Mb3157c,Rv3133c,Mb3157c,devR,two component transcriptional regulatory protein devr %28probably luxr/uhpa-family%29,regulatory proteins,-,-,-,-,Identical,100.0718336,64.54637928,-0.546399835,0.020399623,-1.679407367,0.0000000473372,-1.257556675,0.00000241047,-1.468482021
Rv3134c/Mb3158c,Rv3134c,Mb3158c,0,universal stress protein family protein,"virulence, detoxification,adaptation",-,-,-,-,Identical,294.4658096,170.8748484,-0.756377796,0.013214452,-1.813993282,0.00000000259253,-1.357595332,0.000000162029,-1.585794307
Rv3841/Mb3871,Rv3841,Mb3871,bfrB,bacterioferritin bfrb,intermediate metabolism and respiration,-,-,-,-,Identical,4424.870965,4748.794386,0.292264276,0.541213369,-0.116878777,0.396679814,-0.864162759,0.00000171777,-0.490520768
3' end of Rv2780/Mb2803,Rv2780,Mb2803,aldb,SECRETED L-ALANINE DEHYDROGENASE ALDb [SECOND PART] 40 KDA ANTIGEN TB43,intermediary metabolism and respiration,alanine dehydrogenase,"Amino acid biosynthesis, The pyruvate family, alanine",Amino acid metabolism,1 PYR + 1 NADH + 1 NH3 = 1 ALA + 1 NAD ,Variable,467.9715161,586.5038547,0.325719869906325,0.000469422,-5.013582309,0,-5.459522755,0,-5.236552532
5' end of Rv2780/Mb2802,Rv2780,Mb2802,alda,SECRETED L-ALANINE DEHYDROGENASE ALDa [FIRST PART] 40 KDA ANTIGEN TB43,intermediary metabolism and respiration,alanine dehydrogenase,"Amino acid biosynthesis, The pyruvate family, alanine",Amino acid metabolism,1 PYR + 1 NADH + 1 NH3 = 1 ALA + 1 NAD ,Variable,467.9715161,510.4455175,0.125336262653828,0.130717283,-5.013582309,0,-5.459522755,0,-5.236552532
3' end of Rv0120c/Mb0124c,Rv0120c,Mb0124c,fusA2b,PROBABLE ELONGATION FACTOR G FUSA2B [SECOND PART] EF-G,information pathways,-,-,-,-,Variable,59.53645473,50.6279602,-0.233838955648594,0.014540899,-3.323781951,0.0000000000000509592,-3.32128848,0.0000000000000509592,-3.322535215
5' end of Rv0120c/Mb0125c,Rv0120c,Mb0125c,fusA2a,PROBABLE ELONGATION FACTOR G FUSA2A [FIRST PART] EF-G,information pathways,-,-,-,-,Variable,59.53645473,70.23470788,0.238410828455519,0.010518123,-3.323781951,0.0000000000000509592,-3.32128848,0.0000000000000509592,-3.322535215
3' end of Rv0933/Mb0958,Rv0933,Mb0958,pstBb,PHOSPHATE-TRANSPORT PROTEIN ABC TRANSPORTER PSTBb [SECOND PART],cell wall and cell processes,phosphate transport via ATPase,"Transport reactions, Proton-linked active transport",Transport reaction,PI_xt + ATP = 2 PI + ADP ,Variable,221.8528749,100.7482555,-1.13884839084895,0.0000385,-2.8845751,0.0000000000000291196,-3.027801615,0,-2.956188357
5' end of Rv0933/Mb0957,Rv0933,Mb0957,pstBa,PHOSPHATE-TRANSPORT PROTEIN ABC TRANSPORTER PSTBa [FIRST PART],cell wall and cell processes,phosphate transport via ATPase,"Transport reactions, Proton-linked active transport",Transport reaction,PI_xt + ATP = 2 PI + ADP ,Variable,221.8528749,113.5205004,-0.966650394818793,0.000106099,-2.8845751,0.0000000000000291196,-3.027801615,0,-2.956188357
3' end of Rv0785/Mb0808,Rv0785,Mb0808,0,CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],conserved hypotheticals,-,-,-,-,Variable,60.72973666,32.3098452,-0.910429274940334,0.000130302,-2.860218056,0.000000000000373701,-2.802068705,0.00000000000049582,-2.83114338
5' end of Rv0785/Mb0807,Rv0785,Mb0807,0,CONSERVED HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals,-,-,-,-,Variable,60.72973666,26.5436832,-1.1940345403804,0.00000523,-2.860218056,0.000000000000373701,-2.802068705,0.00000000000049582,-2.83114338
5' end of Rv0794c/Mb0819c,Rv0794c,Mb0819c,0,PROBABLE OXIDOREDUCTASE [FIRST PART],intermediary metabolism and respiration,-,-,-,-,Variable,53.5327338,94.60849428,0.821548389667425,0.000021,-2.465534816,0.000000000115531,-2.491425283,0.00000000010381,-2.47848005
3' end of Rv0794c/Mb0818c,Rv0794c,Mb0818c,0,PROBABLE OXIDOREDUCTASE [SECOND PART],intermediary metabolism and respiration,-,-,-,-,Variable,53.5327338,36.34017458,-0.558855979453778,0.006444377,-2.465534816,0.000000000115531,-2.491425283,0.00000000010381,-2.47848005
3' end of Rv3696c/Mb3721c,Rv3696c,Mb3721c,glpKb,PROBABLE GLYCEROL KINASE GLPKB [SECOND PART] ATP:GLYCEROL 3-PHOSPHOTRANSFERASEGLYCEROKINASE GK,intermediary metabolism and respiration,Glycerol kinase glpK,"C3 compounds, Glycerol metabolism",Carbon metabolism (excluding central carbon metabolism),GL + ATP = ADP + GL3P + H,Variable,71.7281285,71.47814367,-0.00503682186239294,0.956466587,-2.292363474,0.00000000418398,-2.626203905,0.000000000653827,-2.459283689
5' end of Rv3696c/Mb3722c,Rv3696c,Mb3722c,glpKa,PROBABLE GLYCEROL KINASE GLPKA [FIRST PART] ATP:GLYCEROL 3-PHOSPHOTRANSFERASEGLYCEROKINASE GK,intermediary metabolism and respiration,Glycerol kinase glpK,"C3 compounds, Glycerol metabolism",Carbon metabolism (excluding central carbon metabolism),GL + ATP = ADP + GL3P + H,Variable,71.7281285,154.5956163,1.10788851708583,0.00000753,-2.292363474,0.00000000418398,-2.626203905,0.000000000653827,-2.459283689
5' end of Rv1260/Mb1290,Rv1260,Mb1290,0,PROBABLE OXIDOREDUCTASE [FIRST PART],intermediary metabolism and respiration,-,-,-,-,Variable,208.6275079,71.97064812,-1.53544883654578,0.0000553,-2.660203758,0.000000000184576,-2.11811138,0.00000000544471,-2.389157569
3' end of Rv1260/Mb1291,Rv1260,Mb1291,0,PROBABLE OXIDOREDUCTASE [SECOND PART],intermediary metabolism and respiration,-,-,-,-,Variable,208.6275079,67.63995993,-1.62498168190999,0.000245855,-2.660203758,0.000000000184576,-2.11811138,0.00000000544471,-2.389157569
5' end of Rv3479/Mb3507,Rv3479,Mb3507,0,HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals ,-,-,-,-,Variable,200.115726,75.14444108,-1.41309625760561,0.003002049,-2.418365064,0.000000000000797623,-2.357366905,0.00000000000144766,-2.387865984
3' end of Rv3479/Mb3508,Rv3479,Mb3508,0,HYPOTHETICAL TRANSMEMBRANE PROTEIN [SECOND PART],cell wall and cell processes,-,-,-,-,Variable,200.115726,28.83136373,-2.79512356172709,0.000410833,-2.418365064,0.000000000000797623,-2.357366905,0.00000000000144766,-2.387865984
5' end of Rv3773c/Mb3802c,Rv3773c,Mb3802c,0,CONSERVED HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals,-,-,-,-,Variable,41.71920897,64.04444673,0.618361677214972,0.00050595,-2.188951,0.000000000135344,-2.323004981,0.0000000000651132,-2.25597799
3' end of Rv3773c/Mb3801c,Rv3773c,Mb3801c,0,CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],conserved hypotheticals,-,-,-,-,Variable,41.71920897,53.67144446,0.363442912657788,0.006484654,-2.188951,0.000000000135344,-2.323004981,0.0000000000651132,-2.25597799
3' end of Rv2339/Mb2368,Rv2339,Mb2368,mmpL9b,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9B [SECOND PART],cell wall and cell processes,-,-,-,-,Variable,110.6933664,293.5819444,1.40719447666381,0.000000193,-2.010063328,0.000283706,-2.363612592,0.0000484366,-2.18683796
5' end of Rv2339/Mb2367,Rv2339,Mb2367,mmpL9a,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9A [FIRST PART],cell wall and cell processes,-,-,-,-,Variable,110.6933664,107.0093413,-0.0488320253453835,0.63646866,-2.010063328,0.000283706,-2.363612592,0.0000484366,-2.18683796
5' end of Rv2566/Mb2595,Rv2566,Mb2595,0,LONG CONSERVED HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals,-,-,-,-,Variable,44.05002351,48.62744412,0.142627975839419,0.522161175,-2.022802217,0.000000000180452,-2.01658915,0.000000000207035,-2.019695683
3' end of Rv2566/Mb2596,Rv2566,Mb2596,0,LONG CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],conserved hypotheticals,-,-,-,-,Variable,44.05002351,11.31343059,-1.96110632235511,0.000117449,-2.022802217,0.000000000180452,-2.01658915,0.000000000207035,-2.019695683
3' end of Rv3518c/Mb3547c,Rv3518c,Mb3547c,cyp142b,PROBABLE CYTOCHROME P450 MONOOXYGENASE 142 CYP142B [SECOND PART],intermediary metabolism and respiration,-,-,-,-,Variable,115.3701966,129.2978393,0.164427583959831,0.195700434,-1.844483859,0.00000000530548,-1.926048387,0.00000000253776,-1.885266123
5' end of Rv3518c/Mb3548c,Rv3518c,Mb3548c,cyp142a,PROBABLE CYTOCHROME P450 MONOOXYGENASE 142 CYP142A [FIRST PART],intermediary metabolism and respiration,-,-,-,-,Variable,115.3701966,161.6877128,0.486939465222678,0.004865509,-1.844483859,0.00000000530548,-1.926048387,0.00000000253776,-1.885266123
3' end of Rv3061c/Mb3087c,Rv3061c,Mb3087c,fadE22b,PROBABLE ACYL-COA DEHYDROGENASE FADE22b [SECOND PART],lipid metabolism,-,-,-,-,Variable,76.42399684,39.27495772,-0.960415987458306,0.017834274,-1.955900701,0.000000000336883,-1.810608808,0.00000000119567,-1.883254754
5' end of Rv3061c/Mb3088c,Rv3061c,Mb3088c,fadE22a,PROBABLE ACYL-COA DEHYDROGENASE FADE22a [FIRST PART],lipid metabolism,-,-,-,-,Variable,76.42399684,29.63004284,-1.36696499805686,0.009116599,-1.955900701,0.000000000336883,-1.810608808,0.00000000119567,-1.883254754
3' end of Rv0711/Mb0732,Rv0711,Mb0732,atsAb,POSSIBLE ARYLSULFATASE ATSAb [SECOND PART] ARYL-SULFATE SULPHOHYDROLASE ARYLSULPHATASE,intermediary metabolism and respiration,-,-,-,-,Variable,190.7658228,128.0477709,-0.575120586576303,0.012348102,-1.987319782,0.0000000298018,-1.430298815,0.00000270547,-1.708809298
5' end of Rv0711/Mb0731,Rv0711,Mb0731,atsAa,POSSIBLE ARYLSULFATASE ATSAa [FIRST PART] ARYL-SULFATE SULPHOHYDROLASE ARYLSULPHATASE,intermediary metabolism and respiration,-,-,-,-,Variable,190.7658228,369.0852237,0.952151256212502,0.0000569,-1.987319782,0.0000000298018,-1.430298815,0.00000270547,-1.708809298
5' end of Rv3480c/Mb3510c,Rv3480c,Mb3510c,0,CONSERVED HYPOTHETICAL PROTEIN [FIRST PART],conserved hypotheticals,triacylglycerol synthase,triglyceride synthesis,Lipid biosyntheis,0.11 9_HEXADECENOYL_COA + 0.11 9_OCTADECENOYL_COA + 1.16 DAG + 0.11 EICOSANOYL_COA + 0.11 HEXACOSANOYL_COA + 0.22 HEXADECANOYL_COA + 0.11 NONADECANOYL_COA + 0.11 OCTADECANOYL_COA + 0.11 PENTADECANOYL_COA + 0.11 TETRACOSANOYL_COA = 1.1 COA + 1.1 PI + TAGbio,Variable,146.8825641,273.7949791,0.898432841361952,0.008390551,-1.744639067,0.00000000171835,-1.593529175,0.00000000703424,-1.669084121
3' end of Rv3480c/Mb3509c,Rv3480c,Mb3509c,0,CONSERVED HYPOTHETICAL PROTEIN [SECOND PART],conserved hypotheticals,triacylglycerol synthase,triglyceride synthesis,Lipid biosyntheis,0.11 9_HEXADECENOYL_COA + 0.11 9_OCTADECENOYL_COA + 1.16 DAG + 0.11 EICOSANOYL_COA + 0.11 HEXACOSANOYL_COA + 0.22 HEXADECANOYL_COA + 0.11 NONADECANOYL_COA + 0.11 OCTADECANOYL_COA + 0.11 PENTADECANOYL_COA + 0.11 TETRACOSANOYL_COA = 1.1 COA + 1.1 PI + TAGbio,Variable,146.8825641,37.01864235,-1.98833925842103,0.00000179,-1.744639067,0.00000000171835,-1.593529175,0.00000000703424,-1.669084121
3' end of Rv0630c/Mb0646c,Rv0630c,Mb0646c,recBb,PROBABLE EXONUCLEASE V BETA CHAIN RECBB [SECOND PART] EXODEOXYRIBONUCLEASE V BETA CHAINEXODEOXYRIBONUCLEASE V POLYPEPTIDE,information pathways,-,-,-,-,Variable,18.95556381,8.677193585,-1.12732094780999,0.009384058,-1.600203817,0.000000000336883,-1.622512453,0.000000000341051,-1.611358135
5' end of Rv0630c/Mb0647c,Rv0630c,Mb0647c,recBa,PROBABLE EXONUCLEASE V BETA CHAIN RECBA [FIRST PART] EXODEOXYRIBONUCLEASE V BETA CHAINEXODEOXYRIBONUCLEASE V POLYPEPTIDE,information pathways,-,-,-,-,Variable,18.95556381,16.82567788,-0.171956738165084,0.511569493,-1.600203817,0.000000000336883,-1.622512453,0.000000000341051,-1.611358135
3' end of Rv2290/Mb2313,Rv2290,Mb2313,lppOb,Probable conserved lipoprotein lppOb,cell wall and cell processes,-,-,-,-,Variable,560.9210593,270.94529,-1.04979618052115,0.000170117,-1.597578245,0.00000571881,-1.408386915,0.0000249262,-1.50298258
