locus_tag,gene_name,ncrna,start,end,strand,read_count,ins_index,gene_length,ins_count,fcn
BQ2027_MB0086,BQ2027_MB0086,0,90435,92363,1,336,0.0109383995394358,1929,19,PROBABLE OXIDOREDUCTASE
BQ2027_MB0087,hycD,0,92363,93313,1,345,0.0128504672897196,951,11,POSSIBLE FORMATE HYDROGENLYASE HYCD (FHL)
BQ2027_MB0088,hycP,0,93324,93986,1,28,0.0050251256281407,663,3,POSSIBLE HYDROGENASE HYCP
BQ2027_MB0089,hycQ,0,93986,95452,1,398,0.0113550340651022,1467,15,POSSIBLE HYDROGENASE HYCQ
BQ2027_MB0090,hycE,0,95449,96927,1,49,0.003003003003003,1479,4,possible formate hydrogenase hyce (fhl)
BQ2027_MB0091,BQ2027_MB0091,0,96962,97636,1,18,0.00657894736842105,675,4,possible polyketide cyclase/dehydrase
BQ2027_MB0092,BQ2027_MB0092,0,97793,98386,1,28,0.00560747663551402,594,3,POSSIBLE METHYLTRANSFERASE/METHYLASE
BQ2027_MB0093,BQ2027_MB0093,0,98515,99285,1,147,0.0172910662824208,771,12,POSSIBLE MEMBRANE PROTEIN
BQ2027_MB0094,mtn,0,99719,100486,1,391,0.0173410404624277,768,12,probable bifunctional mta/sah nucleosidase mtn: 5'-methylthioadenosine nucleosidase (methylthioadenosine methylthioribohydrolase) + s-adenosylhomocysteine nucleosidase (s-adenosyl-l-homocysteine homocysteinylribohydrolase)
BQ2027_MB0095,ctpA,0,100618,102903,1,655,0.0150631681243926,2286,31,cation transporter p-type atpase a ctpa
BQ2027_MB0096C,BQ2027_MB0096C,0,102850,103698,-1,15,0.00784313725490196,849,6,PROBABLE CONSERVED MEMBRANE PROTEIN
BQ2027_MB0097C,BQ2027_MB0097C,0,103745,104464,-1,321,0.0200617283950617,720,13,13E12 repeat family protein
BQ2027_MB0098C,BQ2027_MB0098C,0,104469,105251,-1,310,0.0212765957446809,783,15,CONSERVED HYPOTHETICAL PROTEIN
BQ2027_MB0099,PPE1,0,105360,106751,1,1354,0.0367118914604948,1392,46,ppe family protein ppe1
BQ2027_MB0100,BQ2027_MB0100,0,106770,107639,1,996,0.0434227330779055,870,34,POSSIBLE OXIDOREDUCTASE
BQ2027_MB0101,fcot,0,107636,108187,1,213,0.0201207243460765,552,10,probable fatty acyl coa thioesterase type iii fcot
BQ2027_MB0102,fadD10,0,108192,109814,1,358,0.0177960301163587,1623,26,POSSIBLE FATTY-ACID-COA LIGASE FADD10 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)
BQ2027_MB0103,BQ2027_MB0103,0,109819,110055,1,185,0.0233644859813084,237,5,pp-binding family protein Rv0100
BQ2027_MB0104,nrp,0,110037,117575,1,2050,0.0125257883878574,7539,85,PROBABLE PEPTIDE SYNTHETASE NRP (PEPTIDE SYNTHASE)
BQ2027_MB0105,BQ2027_MB0105,0,117750,119735,1,0,0,1986,0,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
BQ2027_MB0106C,ctpB,0,119951,122209,-1,657,0.0167158308751229,2259,34,PROBABLE CATION-TRANSPORTER P-TYPE ATPASE B CTPB
BQ2027_MB0107,BQ2027_MB0107,0,122353,123867,1,1204,0.0293255131964809,1515,40,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases
BQ2027_MB0108C,rpmB1,0,124016,124300,-1,46,0.0233463035019455,285,6,50s ribosomal protein l28-1 rpmb1
BQ2027_MB0109,BQ2027_MB0109,0,124410,125606,1,109,0.0111317254174397,1197,12,Metal chaperone, involved in Zn homeostasis
BQ2027_MB0111C,ctpI,0,125701,130578,-1,1160,0.0104759735823275,4878,46,PROBABLE CATION-TRANSPORTER ATPASE I CTPI
BQ2027_MB0112C,BQ2027_MB0112C,0,130932,131141,-1,27,0.0211640211640212,210,4,HYPOTHETICAL PROTEIN
BQ2027_MB0113,PE_PGRS1,0,131420,132910,1,374,0.0126676602086438,1491,17,pe-pgrs family protein pe_pgrs1
BQ2027_MB0114,BQ2027_MB0114,0,133058,133807,1,1167,0.0459259259259259,750,31,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
BQ2027_MB0115,BQ2027_MB0115,0,133988,136045,1,3385,0.0286022665947113,2058,53,POSSIBLE TRANSMEMBRANE ACYLTRANSFERASE
BQ2027_MB0116,gca,0,136327,137283,1,633,0.0243619489559165,957,21,POSSIBLE GDP-MANNOSE 4,6-DEHYDRATASE GCA (GDP-D-MANNOSE DEHYDRATASE)
BQ2027_MB0117,gmhA,0,137357,137947,1,220,0.018796992481203,591,10,probable sedoheptulose-7-phosphate isomerase gmha (phosphoheptose isomerase)
BQ2027_MB0118,gmhb,0,137979,138551,1,1225,0.0155038759689922,573,8,possible d-alpha,beta-d-heptose-1,7-biphosphate phosphatase gmhb (d-glycero-d-manno-heptose 7-phosphate kinase)
BQ2027_MB0119,hdda,0,138702,139619,1,291,0.0241837968561064,918,20,possible d-alpha-d-heptose-7-phosphate kinase hdda
BQ2027_MB0120C,ldta,0,140307,141062,-1,564,0.0293685756240822,756,20,probable l,d-transpeptidase ldta
BQ2027_MB0121,oxyS,0,141240,142184,1,457,0.0129259694477086,945,11,OXIDATIVE STRESS RESPONSE REGULATORY PROTEIN OXYS
BQ2027_MB0122C,oxcA,0,142168,143916,-1,342,0.00825396825396825,1749,13,PROBABLE OXALYL-COA DECARBOXYLASE OXCA
BQ2027_MB0123,fadD7,0,144089,145666,1,9,0.000703729767769177,1578,1,PROBABLE FATTY-ACID-COA LIGASE FADD7 (FATTY-ACID-COA SYNTHETASE) (FATTY-ACID-COA SYNTHASE)
BQ2027_MB0124C,fusA2b,0,145667,147460,-1,519,0.00743034055727554,1794,12,PROBABLE ELONGATION FACTOR G FUSA2B [SECOND PART] (EF-G)
BQ2027_MB0125C,fusA2a,0,147457,147810,-1,0,0,354,0,PROBABLE ELONGATION FACTOR G FUSA2A [FIRST PART] (EF-G)
BQ2027_MB0126C,BQ2027_MB0126C,0,147946,148380,-1,203,0.0178571428571429,435,7,Pyridoxamine 5-phosphate oxidase
BQ2027_MB0127,BQ2027_MB0127,0,148529,148897,1,17,0.012012012012012,369,4,HYPOTHETICAL PROTEIN
BQ2027_MB0128,BQ2027_MB0128,0,148894,149262,1,0,0,369,0,unknown protein
BQ2027_MB0129,PE_PGRS2,0,149571,151187,1,119,0.00961538461538462,1617,14,pe-pgrs family protein pe_pgrs2
BQ2027_MB0130,pepA,0,151339,152406,1,480,0.0145530145530146,1068,14,probable serine protease pepa (serine proteinase) (mtb32a)
BQ2027_MB0131,treS,0,152515,154320,1,1221,0.017220172201722,1806,28,TREHALOSE SYNTHASE TRES
BQ2027_MB0132,mak,0,154423,155790,1,5679,0.0373376623376623,1368,46,maltokinase mak
BQ2027_MB0133,BQ2027_MB0133,0,155858,156637,1,1514,0.047008547008547,780,33,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
BQ2027_MB0134C,fbpC,0,156769,157791,-1,282,0.0314875135722041,1023,29,SECRETED ANTIGEN 85-C FBPC (85C) (ANTIGEN 85 COMPLEX C) (AG58C) (MYCOLYL TRANSFERASE 85C) (FIBRONECTIN-BINDING PROTEIN C)
BQ2027_MB0135,htdz,0,158038,158493,1,232,0.0121654501216545,456,5,probable 3-hydroxyl-thioester dehydratase
BQ2027_MB0136C,fadE1,0,158506,159849,-1,362,0.0148760330578512,1344,18,PROBABLE ACYL-CoA DEHYDROGENASE FADE1
BQ2027_MB0137C,fgd2,0,159891,160973,-1,1226,0.0205128205128205,1083,20,putative f420-dependent glucose-6-phosphate dehydrogenase fgd2
BQ2027_MB0138,BQ2027_MB0138,0,161060,161665,1,408,0.010989010989011,606,6,gcn5-related n-acetyltransferase
BQ2027_MB0139-1,BQ2027_MB01391,0,161962,162345,1,367,0.0202312138728324,384,7,pseudogene
BQ2027_MB0139-2,BQ2027_MB01392,0,162345,162452,1,1,0.0102040816326531,108,1,pseudogene
BQ2027_MB0139-3,BQ2027_MB01393,0,162454,162693,1,137,0.0324074074074074,240,7,pseudogene
BQ2027_MB0139-4,BQ2027_MB01394,0,162696,162863,1,123,0.0263157894736842,168,4,pseudogene
BQ2027_MB0140C,BQ2027_MB0140C,0,162834,163439,-1,317,0.0238095238095238,606,13,POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN
BQ2027_MB0141,cyp138,0,163556,164881,1,490,0.0268006700167504,1326,32,PROBABLE CYTOCHROME P450 138 CYP138
BQ2027_MB0142C,msrA,0,164902,165450,-1,41,0.0141414141414141,549,7,PROBABLE PEPTIDE METHIONINE SULFOXIDE REDUCTASE MSRA (PROTEIN-METHIONINE-S-OXIDE REDUCTASE) (PEPTIDE MET(O) REDUCTASE)
BQ2027_MB0143,BQ2027_MB0143,0,165513,166016,1,492,0.0330396475770925,504,15,CONSERVED HYPOTHETICAL PROTEIN
BQ2027_MB0144,BQ2027_MB0144,0,166017,167039,1,870,0.0217155266015201,1023,20,possible oxidoreductase
BQ2027_MB0145,BQ2027_MB0145,0,167100,167480,1,930,0.0641399416909621,381,22,COGs COG2343
BQ2027_MB0146C,BQ2027_MB0146C,0,167461,167871,-1,1088,0.0432432432432432,411,16,Ketosteroid isomerase-related protein
BQ2027_MB0147,BQ2027_MB0147,0,167901,168827,1,206,0.00958083832335329,927,8,3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase
BQ2027_MB0148C,BQ2027_MB0148C,0,168894,170372,-1,780,0.0255255255255255,1479,34,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
BQ2027_MB0149,BQ2027_MB0149,0,170474,171316,1,1342,0.0382081686429512,843,29,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)
BQ2027_MB0150,BQ2027_MB0150,0,171405,172358,1,760,0.0244470314318976,954,21,possible s-adenosylmethionine-dependent methyltransferase
BQ2027_MB0151,BQ2027_MB0151,0,172401,173333,1,1352,0.0321428571428571,933,27,possible s-adenosylmethionine-dependent methyltransferase
BQ2027_MB0152,BQ2027_MB0152,0,173428,174948,1,1978,0.0328707085463842,1521,45,probable aldehyde dehydrogenase (nad+) dependent
BQ2027_MB0153,BQ2027_MB0153,0,175023,175883,1,1062,0.0412903225806452,861,32,PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE
BQ2027_MB0154,BQ2027_MB0154,0,175890,176858,1,777,0.0332187857961054,969,29,possible quinone oxidoreductase (nadph:quinone oxidoreductase) (zeta-crystallin)
BQ2027_MB0155C,BQ2027_MB0155C,0,176855,177142,-1,11,0.0115384615384615,288,3,CONSERVED HYPOTHETICAL PROTEIN
BQ2027_MB0156C,PE1,0,177733,179499,-1,2746,0.0427404148334381,1767,68,pe family protein pe1
BQ2027_MB0157C,PE2,0,179509,181086,-1,4662,0.0534834623504574,1578,76,pe family protein pe2
BQ2027_MB0158C,ptbB,0,181345,182175,-1,264,0.00802139037433155,831,6,PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase)
BQ2027_MB0159C,fadE2,0,182177,183388,-1,301,0.0155820348304308,1212,17,PROBABLE ACYL-CoA DEHYDROGENASE FADE2
BQ2027_MB0160,pntAa,0,183812,184912,1,277,0.0141271442986882,1101,14,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAa [FIRST PART; CATALYTIC PART] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)
BQ2027_MB0161,pntAb,0,184913,185245,1,348,0.0133333333333333,333,4,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAb [SECOND PART; INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT ALPHA)
BQ2027_MB0162,pntB,0,185242,186669,1,489,0.0147744945567652,1428,19,PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB [INTEGRAL MEMBRANE PROTEIN] (PYRIDINE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA) (NICOTINAMIDE NUCLEOTIDE TRANSHYDROGENASE SUBUNIT BETA)
BQ2027_MB0162A,BQ2027_MB0162A,0,186685,186813,-1,302,0.0512820512820513,129,6,Conserved protein
BQ2027_MB0163,BQ2027_MB0163,0,186975,187619,1,1237,0.0533562822719449,645,31,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY)
BQ2027_MB0164C,PE3,0,187623,189029,-1,4248,0.0568271507498027,1407,72,pe family protein pe3
BQ2027_MB0165C,PE4,0,189121,190629,-1,2092,0.0404709345106696,1509,55,pe family protein pe4
BQ2027_MB0166,BQ2027_MB0166,0,190797,192146,1,810,0.0131687242798354,1350,16,possible oxidoreductase
BQ2027_MB0167C,adhE1,0,192174,193325,-1,286,0.0163934426229508,1152,17,probable zinc-type alcohol dehydrogenase (e subunit) adhe1
BQ2027_MB0168,BQ2027_MB0168,0,193307,193762,1,150,0.0291970802919708,456,12,Propionyl-CoA thioesterase activity
BQ2027_MB0169,TB185,0,193816,194301,1,284,0.00684931506849315,486,3,Cyclase/dehydrase family protein
BQ2027_MB0170C,mce1r,0,194315,195007,-1,463,0.0144230769230769,693,9,Probable transcriptional regulatory protein Mce1R (probably GntR-family)
BQ2027_MB0172,fadD5,0,195185,196849,1,1202,0.0253502334889927,1665,38,PROBABLE FATTY-ACID-CoA LIGASE FADD5 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE)
BQ2027_MB0173,yrbE1A,0,197053,197850,1,141,0.00556328233657858,798,4,conserved integral membrane protein yrbe1a
BQ2027_MB0174,yrbE1B,0,197852,198721,1,169,0.0102171136653895,870,8,conserved integral membrane protein yrbe1b
