#HMM - Genes
#genes: ES=998, GD=385, NE=6742, GA=115, N/A=52
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
Mb0036	 fadD34	NA	4	0	0	4	0	0.7500	267.33	NE
Mb0037c	 -	NA	21	0	0	21	0	0.6190	836.92	NE
Mb0037c	 -	NA	21	0	0	21	0	0.6190	836.92	NE
Mb0038c	 -	NA	9	0	0	9	0	0.5556	751.60	NE
Mb0038c	 -	NA	9	0	0	9	0	0.5556	751.60	NE
Mb0039	 -	NA	4	0	0	4	0	0.5000	16134.50	NE
Mb0039	 -	NA	4	0	0	4	0	0.5000	16134.50	NE
Mb0040c	 -	NA	10	0	0	10	0	0.6000	356.00	NE
Mb0040c	 -	NA	10	0	0	10	0	0.6000	356.00	NE
Mb0041c	 mtc28	NA	72	72	0	0	0	0.0000	0.00	ES
Mb0041c	 mtc28	NA	72	72	0	0	0	0.0000	0.00	ES
Mb0042	 leuS	NA	5	0	0	5	0	0.6000	65.67	NE
Mb0042	 leuS	NA	5	0	0	5	0	0.6000	65.67	NE
Mb0043c	 -	NA	11	0	0	11	0	0.7273	1056.38	NE
Mb0043c	 -	NA	11	0	0	11	0	0.7273	1056.38	NE
Mb0044c	 -	NA	20	0	0	20	0	0.5500	807.82	NE
Mb0044c	 -	NA	20	0	0	20	0	0.5500	807.82	NE
Mb0045c	 -	NA	7	0	0	7	0	0.7143	266.40	NE
Mb0045c	 -	NA	7	0	0	7	0	0.7143	266.40	NE
Mb0046c	 -	NA	17	16	0	1	0	0.0588	136.00	ES
Mb0046c	 -	NA	17	16	0	1	0	0.0588	136.00	ES
Mb0047c	 ino1	NA	8	2	0	6	0	0.5000	330.50	NE
Mb0047c	 ino1	NA	8	2	0	6	0	0.5000	330.50	NE
Mb0048c	 -	NA	16	0	0	16	0	0.8125	2713.08	NE
Mb0048c	 -	NA	16	0	0	16	0	0.8125	2713.08	NE
Mb0049c	 -	NA	9	0	0	9	0	0.6667	1504.50	NE
Mb0049c	 -	NA	9	0	0	9	0	0.6667	1504.50	NE
Mb0050	 -	NA	41	0	13	28	0	0.3902	563.19	NE
Mb0050	 -	NA	41	0	13	28	0	0.3902	563.19	NE
Mb0051	 ponA1	NA	34	0	12	22	0	0.4706	891.69	NE
Mb0051	 ponA1	NA	34	0	12	22	0	0.4706	891.69	NE
Mb0052	 -	NA	7	0	0	7	0	0.7143	721.80	NE
Mb0052	 -	NA	7	0	0	7	0	0.7143	721.80	NE
Mb0053	 -	NA	7	0	0	7	0	0.1429	222.00	NE
Mb0053	 -	NA	7	0	0	7	0	0.1429	222.00	NE
Mb0054	 rpsF	NA	5	0	0	5	0	0.0000	0.00	NE
Mb0054	 rpsF	NA	5	0	0	5	0	0.0000	0.00	NE
Mb0055	 ssb	NA	5	0	0	5	0	0.0000	0.00	NE
Mb0055	 ssb	NA	5	0	0	5	0	0.0000	0.00	NE
Mb0056	 rpsR1	NA	8	0	0	8	0	0.3750	774.67	NE
Mb0056	 rpsR1	NA	8	0	0	8	0	0.3750	774.67	NE
Mb0057	 rplI	NA	16	2	0	14	0	0.3750	179.67	NE
Mb0057	 rplI	NA	16	2	0	14	0	0.3750	179.67	NE
Mb0058	 -	NA	38	38	0	0	0	0.0000	0.00	ES
Mb0058	 -	NA	38	38	0	0	0	0.0000	0.00	ES
Mb0059	 dnaB	NA	21	0	0	21	0	0.8571	677.83	NE
Mb0059	 dnaB	NA	21	0	0	21	0	0.8571	677.83	NE
Mb0060	 -	NA	23	22	0	1	0	0.0435	900.00	ES
Mb0060	 -	NA	23	22	0	1	0	0.0435	900.00	ES
Mb0061	 -	NA	6	0	0	6	0	0.6667	300.75	NE
Mb0061	 -	NA	6	0	0	6	0	0.6667	300.75	NE
Mb0062A	 len: 112 aa. Equivalent to Rv0061c len: 112 aa	NA	22	0	0	22	0	0.7273	593.69	NE
Mb0062A	 len: 112 aa. Equivalent to Rv0061c len: 112 aa	NA	22	0	0	22	0	0.7273	593.69	NE
Mb0063	 celA1	NA	24	0	0	24	0	0.7500	699.72	NE
Mb0063	 celA1	NA	24	0	0	24	0	0.7500	699.72	NE
Mb0064	 -	NA	69	0	0	69	0	0.4058	916.14	NE
Mb0064	 -	NA	69	0	0	69	0	0.4058	916.14	NE
Mb0065	 -	NA	5	0	0	5	0	0.8000	3074.50	NE
Mb0065	 -	NA	5	0	0	5	0	0.8000	3074.50	NE
Mb0065A	 len: 79 aa. Equivalent to Rv0064A len: 79 aa	NA	8	0	0	8	0	0.7500	1910.83	NE
Mb0065A	 len: 79 aa. Equivalent to Rv0064A len: 79 aa	NA	8	0	0	8	0	0.7500	1910.83	NE
Mb0066	 -	NA	39	0	0	39	0	0.3590	177.57	NE
Mb0066	 -	NA	39	0	0	39	0	0.3590	177.57	NE
Mb0067c	 icd2	NA	12	0	0	12	0	0.6667	654.12	NE
Mb0067c	 icd2	NA	12	0	0	12	0	0.6667	654.12	NE
Mb0068c	 -	NA	12	0	0	12	0	0.5000	442.17	NE
Mb0068c	 -	NA	12	0	0	12	0	0.5000	442.17	NE
Mb0069	 -	NA	12	0	0	12	0	0.5000	592.67	NE
Mb0069	 -	NA	12	0	0	12	0	0.5000	592.67	NE
Mb0070c	 sdaA	NA	18	0	0	18	0	0.3889	1382.71	NE
Mb0070c	 sdaA	NA	18	0	0	18	0	0.3889	1382.71	NE
Mb0071c	 glyA2	NA	9	0	0	9	0	0.6667	740.83	NE
Mb0071c	 glyA2	NA	9	0	0	9	0	0.6667	740.83	NE
Mb0072	 -	POSSIBLE MATURASE	9	0	0	9	0	0.6667	740.83	NE
REP'-1	 len: 315 nt. Equivalent to REP'	NA	17	0	0	17	0	0.8235	1670.57	NE
REP'-1	 len: 315 nt. Equivalent to REP'	NA	17	0	0	17	0	0.8235	1670.57	NE
Mb0073	 -	NA	13	0	0	13	0	0.8462	690.64	NE
Mb0073	 -	NA	13	0	0	13	0	0.8462	690.64	NE
Mb0074	 -	NA	3	0	0	3	0	0.3333	34.00	NE
Mb0074	 -	NA	3	0	0	3	0	0.3333	34.00	NE
Mb0075 found to be expressed during exponential growth in Sauton's minimal media by RNA-sequencing.	Mb0075	NA	20	0	0	20	0	0.7000	1022.14	NE
Mb0075 found to be expressed during exponential growth in Sauton's minimal media by RNA-sequencing.	Mb0075	NA	20	0	0	20	0	0.7000	1022.14	NE
Mb0076	 -	NA	25	0	0	25	0	0.6400	905.00	NE
Mb0076	 -	NA	25	0	0	25	0	0.6400	905.00	NE
Mb0077	 -	NA	3	0	0	3	0	1.0000	316.33	NE
Mb0077	 -	NA	3	0	0	3	0	1.0000	316.33	NE
Mb0078c	 -	NA	15	0	0	15	0	0.6000	471.00	NE
Mb0078c	 -	NA	15	0	0	15	0	0.6000	471.00	NE
Mb0079c	 -	NA	9	0	0	9	0	0.6667	442.33	NE
Mb0079c	 -	NA	9	0	0	9	0	0.6667	442.33	NE
Mb0080	 -	NA	10	0	0	10	0	0.5000	632.60	NE
Mb0080	 -	NA	10	0	0	10	0	0.5000	632.60	NE
Mb0081c	 -	NA	2	0	0	2	0	0.5000	728.00	NE
Mb0081c	 -	NA	2	0	0	2	0	0.5000	728.00	NE
Mb0081A	 len: 68 aa. Equivalent to Rv0078B len: 68 aa	NA	14	0	0	14	0	0.5714	1106.25	NE
Mb0081A	 len: 68 aa. Equivalent to Rv0078B len: 68 aa	NA	14	0	0	14	0	0.5714	1106.25	NE
Mb0082	 -	NA	5	0	0	5	0	0.6000	875.33	NE
Mb0082	 -	NA	5	0	0	5	0	0.6000	875.33	NE
Mb0083	 -	NA	6	0	0	6	0	0.8333	1122.40	NE
Mb0083	 -	NA	6	0	0	6	0	0.8333	1122.40	NE
Mb0084	 -	NA	7	0	0	7	0	0.4286	446.33	NE
Mb0084	 -	NA	7	0	0	7	0	0.4286	446.33	NE
Mb0085	 -	NA	24	0	0	24	0	0.5000	418.75	NE
Mb0085	 -	NA	24	0	0	24	0	0.5000	418.75	NE
Mb0086	 -	NA	9	0	0	9	0	0.3333	1195.00	NE
Mb0086	 -	NA	9	0	0	9	0	0.3333	1195.00	NE
Mb0087	 hycD	NA	4	0	0	4	0	0.2500	402.00	NE
Mb0087	 hycD	NA	4	0	0	4	0	0.2500	402.00	NE
Mb0088	 hycP	NA	15	0	3	12	0	0.6000	633.00	NE
Mb0088	 hycP	NA	15	0	3	12	0	0.6000	633.00	NE
Mb0089	 hycQ	NA	26	0	26	0	0	0.0769	313.00	GD
Mb0089	 hycQ	NA	26	0	26	0	0	0.0769	313.00	GD
Mb0090	 hycE	NA	14	0	14	0	0	0.1429	110.00	GD
Mb0090	 hycE	NA	14	0	14	0	0	0.1429	110.00	GD
Mb0091	 -	NA	11	0	0	11	0	0.2727	802.67	NE
Mb0091	 -	NA	11	0	0	11	0	0.2727	802.67	NE
Mb0092	 -	NA	12	0	0	12	0	0.5833	1380.43	NE
Mb0092	 -	NA	12	0	0	12	0	0.5833	1380.43	NE
Mb0093	 -	NA	11	0	0	11	0	0.6364	832.86	NE
Mb0093	 -	NA	11	0	0	11	0	0.6364	832.86	NE
Mb0094	 mtn	NA	30	0	0	30	0	0.6000	560.28	NE
Mb0094	 mtn	NA	30	0	0	30	0	0.6000	560.28	NE
Mb0095	 ctpA	NA	9	0	0	9	0	0.5556	234.80	NE
Mb0095	 ctpA	NA	9	0	0	9	0	0.5556	234.80	NE
Mb0096c	 -	NA	8	0	0	8	0	0.8750	733.71	NE
Mb0096c	 -	NA	8	0	0	8	0	0.8750	733.71	NE
Mb0097c	 -	13E12 repeat family protein	8	0	0	8	0	0.8750	733.71	NE
REP-2	 len: 1504 nt. Equivalent to REP	NA	18	0	0	18	0	0.6111	493.27	NE
REP-2	 len: 1504 nt. Equivalent to REP	NA	18	0	0	18	0	0.6111	493.27	NE
Mb0098c	 -	NA	34	0	0	34	0	0.7647	734.58	NE
Mb0098c	 -	NA	34	0	0	34	0	0.7647	734.58	NE
Mb0099	 PPE1	NA	26	0	0	26	0	0.5769	886.33	NE
Mb0099	 PPE1	NA	26	0	0	26	0	0.5769	886.33	NE
Mb0100	 -	NA	12	0	0	12	0	0.5833	440.86	NE
Mb0100	 -	NA	12	0	0	12	0	0.5833	440.86	NE
Mb0101	 -	NA	32	0	0	32	0	0.3750	429.92	NE
Mb0101	 -	NA	32	0	0	32	0	0.3750	429.92	NE
Mb0102	 fadD10	NA	4	0	0	4	0	0.7500	2186.67	NE
Mb0102	 fadD10	NA	4	0	0	4	0	0.7500	2186.67	NE
Mb0103	 -	NA	123	0	0	123	0	0.4146	670.88	NE
Mb0103	 -	NA	123	0	0	123	0	0.4146	670.88	NE
Mb0104	 nrp	NA	42	42	0	0	0	0.0000	0.00	ES
Mb0104	 nrp	NA	42	42	0	0	0	0.0000	0.00	ES
Mb0105	 -	NA	31	4	0	27	0	0.4839	643.13	NE
Mb0105	 -	NA	31	4	0	27	0	0.4839	643.13	NE
Mb0106c	 ctpB	NA	27	0	0	27	0	0.7037	943.84	NE
Mb0106c	 ctpB	NA	27	0	0	27	0	0.7037	943.84	NE
Mb0107	 -	NA	5	0	0	5	0	0.6000	243.00	NE
Mb0107	 -	NA	5	0	0	5	0	0.6000	243.00	NE
Mb0108c	 rpmB1	NA	12	0	0	12	0	0.4167	307.60	NE
Mb0108c	 rpmB1	NA	12	0	0	12	0	0.4167	307.60	NE
Mb0109	 -	NA	64	0	0	64	0	0.4375	739.64	NE
Mb0109	 -	NA	64	0	0	64	0	0.4375	739.64	NE
Mb0111c	 ctpI	NA	2	0	0	2	0	1.0000	125.00	NE
Mb0111c	 ctpI	NA	2	0	0	2	0	1.0000	125.00	NE
Mb0112c	 -	NA	28	0	0	28	0	0.3214	843.78	NE
Mb0112c	 -	NA	28	0	0	28	0	0.3214	843.78	NE
Mb0113	 PE_PGRS1	NA	13	0	0	13	0	0.7692	1342.10	NE
Mb0113	 PE_PGRS1	NA	13	0	0	13	0	0.7692	1342.10	NE
Mb0114	 -	NA	43	0	0	43	0	0.6047	1800.85	NE
Mb0114	 -	NA	43	0	0	43	0	0.6047	1800.85	NE
Mb0115	 -	NA	31	0	0	31	0	0.4194	798.08	NE
Mb0115	 -	NA	31	0	0	31	0	0.4194	798.08	NE
Mb0116	 gca	NA	13	0	0	13	0	0.3846	679.20	NE
Mb0116	 gca	NA	13	0	0	13	0	0.3846	679.20	NE
Mb0117	 gmhA	NA	10	0	0	10	0	0.7000	2556.86	NE
Mb0117	 gmhA	NA	10	0	0	10	0	0.7000	2556.86	NE
Mb0118	 -	NA	13	0	0	13	0	0.7692	474.40	NE
Mb0118	 -	NA	13	0	0	13	0	0.7692	474.40	NE
Mb0119	 -	NA	18	0	0	18	0	0.7222	593.62	NE
Mb0119	 -	NA	18	0	0	18	0	0.7222	593.62	NE
Mb0120c	 -	NA	17	0	0	17	0	0.4706	1172.00	NE
Mb0120c	 -	NA	17	0	0	17	0	0.4706	1172.00	NE
Mb0121	 oxyS	NA	26	0	0	26	0	0.3846	606.40	NE
Mb0121	 oxyS	NA	26	0	0	26	0	0.3846	606.40	NE
Mb0122c	 oxcA	NA	14	0	0	14	0	0.1429	507.00	NE
Mb0122c	 oxcA	NA	14	0	0	14	0	0.1429	507.00	NE
Mb0123	 fadD7	NA	26	15	0	11	0	0.2692	1024.57	ES
Mb0123	 fadD7	NA	26	15	0	11	0	0.2692	1024.57	ES
Mb0124c	 fusA2b	NA	2	0	0	2	0	0.0000	0.00	NE
Mb0124c	 fusA2b	NA	2	0	0	2	0	0.0000	0.00	NE
Mb0125c	 fusA2a	NA	10	0	0	10	0	0.4000	954.25	NE
Mb0125c	 fusA2a	NA	10	0	0	10	0	0.4000	954.25	NE
Mb0126c	 -	NA	9	0	9	0	0	0.1111	18.00	GD
Mb0126c	 -	NA	9	0	9	0	0	0.1111	18.00	GD
Mb0127	 -	NA	9	0	9	0	0	0.0000	0.00	GD
Mb0127	 -	NA	9	0	9	0	0	0.0000	0.00	GD
Mb0128	 -	NA	16	0	0	16	0	0.3750	267.50	NE
Mb0128	 -	NA	16	0	0	16	0	0.3750	267.50	NE
Mb0129	 PE_PGRS2	NA	10	0	0	10	0	0.5000	861.00	NE
Mb0129	 PE_PGRS2	NA	10	0	0	10	0	0.5000	861.00	NE
Mb0130	 pepA	NA	31	0	0	31	0	0.6452	650.60	NE
Mb0130	 pepA	NA	31	0	0	31	0	0.6452	650.60	NE
Mb0131	 treS	NA	30	0	0	30	0	0.7667	3134.87	NE
Mb0131	 treS	NA	30	0	0	30	0	0.7667	3134.87	NE
Mb0132	 -	NA	20	0	0	20	0	0.6000	1804.08	NE
Mb0132	 -	NA	20	0	0	20	0	0.6000	1804.08	NE
Mb0133	 -	NA	28	0	0	28	0	0.6429	224.50	NE
Mb0133	 -	NA	28	0	0	28	0	0.6429	224.50	NE
Mb0134c	 fbpC	NA	4	0	0	4	0	0.7500	1079.33	NE
Mb0134c	 fbpC	NA	4	0	0	4	0	0.7500	1079.33	NE
Mb0135	 -	NA	18	0	0	18	0	0.4444	687.38	NE
Mb0135	 -	NA	18	0	0	18	0	0.4444	687.38	NE
Mb0136c	 fadE1	NA	15	0	0	15	0	0.6000	1729.78	NE
Mb0136c	 fadE1	NA	15	0	0	15	0	0.6000	1729.78	NE
Mb0137c	 fgd2	NA	8	0	0	8	0	0.5000	825.75	NE
Mb0137c	 fgd2	NA	8	0	0	8	0	0.5000	825.75	NE
Mb0138	 -	NA	3	0	0	3	0	0.6667	1554.50	NE
Mb0138	 -	NA	3	0	0	3	0	0.6667	1554.50	NE
Mb0139-1	 -	NA	2	0	0	2	0	0.5000	1302.00	NE
Mb0139-1	 -	NA	2	0	0	2	0	0.5000	1302.00	NE
Mb0139-2	 -	NA	5	0	0	5	0	0.8000	884.00	NE
Mb0139-2	 -	NA	5	0	0	5	0	0.8000	884.00	NE
Mb0139-3	 -	NA	2	0	0	2	0	1.0000	1790.50	NE
Mb0139-3	 -	NA	2	0	0	2	0	1.0000	1790.50	NE
Mb0139-4	 -	NA	12	0	0	12	0	0.5833	910.14	NE
Mb0139-4	 -	NA	12	0	0	12	0	0.5833	910.14	NE
Mb0140c	 -	NA	23	0	0	23	0	0.6957	372.06	NE
Mb0140c	 -	NA	23	0	0	23	0	0.6957	372.06	NE
Mb0141	 cyp138	NA	11	0	0	11	0	0.3636	163.25	NE
Mb0141	 cyp138	NA	11	0	0	11	0	0.3636	163.25	NE
Mb0142c	 msrA	NA	7	0	0	7	0	1.0000	1071.14	NE
Mb0142c	 msrA	NA	7	0	0	7	0	1.0000	1071.14	NE
Mb0143	 -	NA	12	0	0	12	0	0.7500	1432.00	NE
Mb0143	 -	NA	12	0	0	12	0	0.7500	1432.00	NE
Mb0144	 -	NA	16	0	0	16	0	0.8125	992.38	NE
Mb0144	 -	NA	16	0	0	16	0	0.8125	992.38	NE
Mb0145	 -	NA	9	0	0	9	0	0.7778	2233.86	NE
Mb0145	 -	NA	9	0	0	9	0	0.7778	2233.86	NE
Mb0146c	 -	NA	7	0	0	7	0	0.7143	710.00	NE
Mb0146c	 -	NA	7	0	0	7	0	0.7143	710.00	NE
Mb0147	 -	NA	28	0	0	28	0	0.7143	755.95	NE
Mb0147	 -	NA	28	0	0	28	0	0.7143	755.95	NE
Mb0148c	 -	NA	14	0	0	14	0	0.8571	1691.00	NE
Mb0148c	 -	NA	14	0	0	14	0	0.8571	1691.00	NE
Mb0149	 -	NA	15	0	0	15	0	0.4667	1315.57	NE
Mb0149	 -	NA	15	0	0	15	0	0.4667	1315.57	NE
Mb0150	 -	NA	17	0	0	17	0	0.7647	1454.85	NE
Mb0150	 -	NA	17	0	0	17	0	0.7647	1454.85	NE
Mb0151	 -	NA	26	0	0	26	0	0.8462	1288.73	NE
Mb0151	 -	NA	26	0	0	26	0	0.8462	1288.73	NE
Mb0152	 -	NA	17	0	0	17	0	0.7059	1338.92	NE
Mb0152	 -	NA	17	0	0	17	0	0.7059	1338.92	NE
Mb0153	 -	NA	22	0	0	22	0	0.7273	755.38	NE
Mb0153	 -	NA	22	0	0	22	0	0.7273	755.38	NE
Mb0154	 -	NA	5	0	0	5	0	0.4000	54.00	NE
Mb0154	 -	NA	5	0	0	5	0	0.4000	54.00	NE
Mb0155c	 -	NA	44	0	0	44	0	0.7273	979.91	NE
Mb0155c	 -	NA	44	0	0	44	0	0.7273	979.91	NE
Mb0156c	 PE1	NA	40	0	0	40	0	0.8250	2027.36	NE
Mb0156c	 PE1	NA	40	0	0	40	0	0.8250	2027.36	NE
Mb0157c	 PE2	NA	11	0	0	11	0	0.3636	1071.50	NE
Mb0157c	 PE2	NA	11	0	0	11	0	0.3636	1071.50	NE
Mb0158c	 ptbB	NA	12	0	0	12	0	0.8333	327.60	NE
Mb0158c	 ptbB	NA	12	0	0	12	0	0.8333	327.60	NE
Mb0159c	 fadE2	NA	11	0	0	11	0	0.6364	1092.86	NE
Mb0159c	 fadE2	NA	11	0	0	11	0	0.6364	1092.86	NE
Mb0160	 pntAa	NA	0	0	0	0	0	0.0000	0.00	N/A
Mb0160	 pntAa	NA	0	0	0	0	0	0.0000	0.00	N/A
Mb0161	 pntAb	NA	15	0	0	15	0	0.8667	1057.85	NE
Mb0161	 pntAb	NA	15	0	0	15	0	0.8667	1057.85	NE
Mb0162	 pntB	NA	5	0	0	5	0	0.4000	1452.00	NE
Mb0162	 pntB	NA	5	0	0	5	0	0.4000	1452.00	NE
Mb0162A	 len: 42 aa. Equivalent to Rv0157A len: 42 aa	NA	16	0	0	16	0	0.8750	1125.79	NE
Mb0162A	 len: 42 aa. Equivalent to Rv0157A len: 42 aa	NA	16	0	0	16	0	0.8750	1125.79	NE
Mb0163	 -	NA	50	0	0	50	0	0.7600	1530.66	NE
Mb0163	 -	NA	50	0	0	50	0	0.7600	1530.66	NE
Mb0164c	 PE3	NA	43	0	0	43	0	0.6512	1152.57	NE
Mb0164c	 PE3	NA	43	0	0	43	0	0.6512	1152.57	NE
Mb0165c	 PE4	NA	19	0	0	19	0	0.3684	1595.00	NE
Mb0165c	 PE4	NA	19	0	0	19	0	0.3684	1595.00	NE
Mb0166	 -	NA	17	0	0	17	0	0.7059	349.92	NE
Mb0166	 -	NA	17	0	0	17	0	0.7059	349.92	NE
Mb0167c	 adhE1	NA	11	0	0	11	0	0.6364	289.14	NE
Mb0167c	 adhE1	NA	11	0	0	11	0	0.6364	289.14	NE
Mb0168	 -	NA	9	0	0	9	0	0.2222	2564.50	NE
Mb0168	 -	NA	9	0	0	9	0	0.2222	2564.50	NE
Mb0169	 TB18.5	NA	6	0	0	6	0	0.6667	1779.50	NE
Mb0169	 TB18.5	NA	6	0	0	6	0	0.6667	1779.50	NE
Mb0170c	 len: 230 aa. Equivalent to Rv0165c len: 223 aa	NA	28	0	0	28	0	0.7500	658.57	NE
Mb0170c	 len: 230 aa. Equivalent to Rv0165c len: 223 aa	NA	28	0	0	28	0	0.7500	658.57	NE
Mb0172	 fadD5	NA	7	0	0	7	0	0.2857	964.50	NE
Mb0172	 fadD5	NA	7	0	0	7	0	0.2857	964.50	NE
Mb0173	 yrbE1A	NA	16	0	0	16	0	0.3125	479.20	NE
Mb0173	 yrbE1A	NA	16	0	0	16	0	0.3125	479.20	NE
Mb0174	 yrbE1B	NA	39	0	0	39	0	0.5128	199.90	NE
Mb0174	 yrbE1B	NA	39	0	0	39	0	0.5128	199.90	NE
Mb0175	 mce1A	NA	18	0	0	18	0	0.5000	407.11	NE
